Name	Control_P0_1	Heat_P0_1
R10E8.8	0.187514725	0.328628646
F57C12.2	1.422152899	2.43769992
inx-14	8.428171187	9.016292438
gpx-3	9.496058183	8.617373393
CD4.1	1.292730588	1.915917997
gpa-7	0.744348465	0.998665472
F47B10.6	0.345730274	0.146887046
F28B4.5	0	0.176264456
K08D8.12	3.665933074	13.44776236
ttr-32	26.72001115	12.52736668
C40A11.2	0.032311241	0
F54D10.9	0	0.019760589
C05D11.8	0.316457916	0.453770052
dep-1	1.06199658	1.106592996
F18F11.1	36.50649525	18.5453598
col-176	140.0323625	260.3745417
B0454.5	23.87102492	7.218870927
C08H9.15	57.93601252	22.09982381
ZK354.2	13.12329865	9.691711234
C05D11.5	1.551185258	0.804248467
ver-4	0.039771765	0.028967043
Y39A1A.3	88.71569286	88.71423316
toc-1	22.38564055	19.96054111
21ur-14960	0.987800782	0
R05F9.11	1.564330896	1.507965876
tkt-1	258.4990069	243.8799566
ZC518.8	1.626965994	0
K07F5.14	1.520232409	1.52095807
Y51A2B.6	0.056445759	0.059953897
jnk-1	0.737089924	0.218093711
F49C5.11	72.35835176	50.64133331
B0393.4	4.308728037	4.099683237
gst-42	25.63228168	28.73520546
Y48G10A.4	4.454804748	4.650888848
ZK353.4	1.188076542	2.05944725
C41G7.3	21.48090634	21.65279101
D1007.13	12.58057691	7.431934038
K10C3.4	4.748584481	5.160513585
Y73B6A.3	0.762239973	0.485768185
Y97E10AR.2	0.297554744	0.32507789
T19D12.4	2.481414806	6.7133317
jtr-1	48.48455504	36.19716502
F25H5.10	1.561362526	2.13223132
F38A1.8	1.866722564	2.055480075
F23F12.8	0.021145582	0.062887421
fbxb-24	0.188794689	0.180475552
gst-10	151.0500435	116.9303643
C52B11.5	5.670555116	3.798167143
twk-30	0.124894352	0.115773042
ZK154.1	31.57669833	49.06027352
C15H9.4	9.574069116	6.38393702
F13D11.4	16.00007545	24.69751967
Y53F4B.5	0.095373869	0.121561694
R07C3.17	17.72975762	14.01076443
hipr-1	1.786584549	2.867870334
lips-5	1.77208482	1.195763896
R05D11.5	19.15752457	28.72073779
sma-10	0.469510248	0.391698791
Y71H2AM.13	33.3934032	27.63929034
F23G4.t1	0.284161869	0.724374476
H03G16.5	0.394253821	0.618471775
Y54E10BL.3	16.36456629	18.80154195
T26G10.4	0.019869556	0.126626764
sdhb-1	267.7270487	200.2576442
nduf-7	440.5640877	383.639588
C37A5.11	5.55116214	2.35846807
aip-1	28.10122914	1297.714494
gpa-14	0.017775335	0.067968299
F14D2.5	5.378026479	6.732322963
mpst-5	0.114860556	0.02927981
kvs-1	0.240713228	0.216570662
ZK945.6	8.387160342	6.895530793
F18H3.1	7.219661597	5.443461134
nhr-125	0.121613664	0.066431328
ZK822.6	1.426137379	1.266900776
F17C11.15	1.712792181	0.48513153
bath-9	0.045792089	0.029182857
spp-19	1.420809344	0.905468095
C13B4.1	7.74385933	5.876806359
Y75B12B.1	86.42663822	66.03114432
sec-22	8.747779947	9.469090531
srxa-12	0.022233458	0
F27D4.6	0.211989708	0.190727995
lnkn-1	3.975898147	4.891338648
mca-3	10.60105502	10.12239629
pdhk-2	9.76989032	11.70711684
M05D6.2	1.920723742	2.802672381
Y73F8A.27	135.729638	114.9866361
fipr-27	0.345730274	0
H19N07.3	18.16236371	14.62994983
C56G2.9	0.546917947	0.348545534
rpl-37	916.6361777	1046.378614
madd-3	4.195908321	4.236355954
F23D12.1	0.053189273	0.067794021
vha-1	824.4650173	634.5520408
F08D12.3	15.0213843	15.59028721
spe-43	2.427467879	1.863434074
gfrp-1	25.20949912	21.94125257
uba-1	70.74303978	153.6765122
adbp-1	13.35343534	14.7156564
sec-6	0.841551733	1.349075508
T05A6.20	0.397010841	0.12650559
B0416.10	0.135580499	0.086404145
clec-47	66.99866173	51.45608336
glct-6	32.78393364	15.68947354
fkb-8	5.750290462	3.967464554
C18H9.11	0	0.177447439
mboa-7	5.635251156	4.018363694
F56H11.2	4.532710529	3.466383256
ins-36	0.333233999	0.212366814
Y53F4B.18	2.812283569	1.726470882
clec-22	0.178826004	0.075976059
C37A2.8	4.392430988	5.639372851
F46H5.11	0.018892365	0
R04A9.1	2.061084324	0.593197688
bli-1	7.395494789	16.27056515
K12H4.5	427.0121666	404.2391473
vha-3	72.68872297	49.17995926
M106.8	21.75147249	21.65661278
F38B6.3	0.118705673	0.189124953
ZK1225.4	0.492000774	0.406764129
R151.16	0.288108561	0
F33H1.4	0.877488004	0.89474343
tppp-1	33.15954448	43.57919556
immt-2	26.83500322	25.48434193
col-108	0.136025026	0.317853937
D2089.8	7.816510535	6.577985125
F48E3.4	50.08149964	28.76887724
C03B1.9	0.033566046	0
Y69E1A.5	95.32563036	66.22652962
oig-5	1.676267993	0.961442486
E02H4.4	0.066614696	0.033962323
B0462.5	0.371752982	0.473829182
ZK470.6	11.76309377	10.39328265
R06A10.4	30.42779194	8.27363772
H21P03.10	0	0.0957959
srg-30	0.023048685	0
T09F3.7	27.65842189	24.71158547
srj-24	0	0.025845228
srw-112	0	0.023439422
F19C6.2	3.435374812	3.5401952
F45F2.9	12.0481762	13.28660102
erh-1	58.24225379	78.64106488
C45G9.11	0.233733143	0.074477939
pik-1	2.052996264	1.744472964
col-20	1801.458096	1418.135984
F54C1.6	0.098428548	0.062727564
grsp-4	42.48089108	71.28485172
smg-7	0.662837997	1.248059872
htp-2	41.01751802	33.75489295
R11G10.2	0.02727655	0.017383082
T01H3.2	0.902211519	0.817536467
ero-1	15.81757892	16.61555896
spo-11	0.772741506	1.575874273
T08B1.4	11.16580736	14.81927091
C46H11.12	1.440542807	0.550826424
R09E10.13	1.634361294	192.4487376
mir-8201	1.885801493	0
C16C8.5	5.348313625	8.959298304
F39E9.18	13.48348067	18.50776786
Y57G11C.51	35.56082815	39.13946766
C27D9.2	5.309429202	1.049193189
ttx-1	2.696696134	2.23535378
mtcu-1	1.87008648	1.502253884
fbxa-27	0.234032801	0.216940869
43529	4.800585965	2.862894027
clec-92	0.1257201	0.080120207
asp-12	29.21246201	35.92055955
nhr-117	0.340285702	0.346977275
C04C3.7	0.078131135	0
nspc-17	22.93787392	32.37164524
stdh-1	2.019503821	4.196772756
F46B6.6	4.973312475	4.361971337
F27D9.3	0.049745363	0
tag-273	2.271220776	4.091393937
T19H5.6	0.144556212	0
hsb-1	138.6335715	156.4619058
str-143	0	0.026308128
ins-25	0.568323737	0.845103555
T07E3.3	19.30216122	22.39034979
snt-6	7.995528285	5.900021461
R07E5.7	79.73404436	85.92892219
cyy-1	6.294808904	8.146676527
cyp-33C7	0.558755998	0.712179619
W06H8.5	9.521617121	37.30872807
Y105C5B.18	20.37988981	12.8951365
K09E4.3	45.03657492	23.79570153
linc-109	0.128625694	0.081971914
C49C8.3	1.116644362	1.477993884
pes-9	363.0751384	232.8438586
mom-1	0.280954624	0.159155265
K08C7.1	2.56096499	0.938445019
D1086.17	8.650872045	5.862540269
pals-31	0.053880043	0.103011695
T06G6.3	0.04165425	0.017697235
Y27F2A.9	0.628600498	0.901352331
ivns-1	13.71932113	8.005164464
R10H10.7	0.40762958	0.558042491
F41C3.8	3.052393407	1.852629415
nlp-73	7.384530117	5.989568885
toca-2	5.112273882	5.692475047
T28A8.4	5.605244011	5.737970581
mtx-2	50.82235023	45.10607423
Y37D8A.19	349.2553666	172.3762692
acr-3	0.340062564	0.180598828
col-94	68.96468803	57.87831228
F47B8.3	0.363926604	0.74216613
C16C8.16	4.876344904	7.991093797
rncs-1	52.73895471	51.36284702
npp-23	15.780572	16.51803412
ccm-3	35.14924449	32.51916001
Y47H10A.5	2.978278863	14.12239314
amx-1	0.284965559	0.352528912
C56A3.6	12.24767884	13.46092538
tiam-1	0.318538005	0.128732468
F54C9.9	1.157099971	1.522392061
exp-1	0.128048249	0.065283132
W07G1.1	0.047360311	0.03018227
F26G5.1	1.331611301	1.385824785
C39D10.8	16.27670744	8.835037696
let-607	6.254165587	14.7949905
cht-3	0.556794074	0.858216451
F13C5.5	13.42062062	23.67552122
F44A6.3	0.209533499	0.333834197
mab-21	1.326088721	1.786790374
F15D4.2	30.02592268	28.30768841
zag-1	2.432273282	0.915276068
nlp-80	25.95222054	30.33122128
C05E11.6	1.717352993	1.20965803
zmp-1	0.105970965	0.47273992
cah-4	219.0664633	388.5200237
nyn-1	10.22699133	10.62512288
Y46G5A.38	11.52434245	4.920716057
phf-15	2.893594715	3.749181611
ins-34	1.243634078	1.014471688
C53H9.2	86.98770878	29.96386471
gop-1	0.495559631	0.937576892
fndc-1	65.06693495	73.73941081
cyp-32A1	0.782785525	0.66514889
C26F1.3	17.37895493	22.76356474
elo-2	143.8992259	42.23937322
T02H6.6	0.100211674	0
spe-15	17.90713852	12.85951915
ZK39.t1	0	0.744779391
T05E12.10	1.121287374	0.803908835
lgc-36	0	0.032823921
W07E6.5	2.759776746	3.015049901
F58E1.13	0.864325684	0.367217616
chs-2	0.300091377	0.435614387
K11H3.3	22.20184824	13.37469912
ZK418.11	0.022896045	0
C04G6.4	6.33701313	6.962235663
F53F8.7	1.770139001	0.423034694
C11H1.3	0.93934263	0.897951001
F57B7.2	2.247988689	1.27659343
sod-3	3.820398458	5.6340237
21ur-6402	0.987800782	0
F59A6.12	3.237791452	3.007687142
C11D2.4	22.36724553	7.995764443
C39B5.10	0.035278599	0
rnp-3	82.97526567	84.38192031
emb-27	3.931627807	3.452741245
srd-36	0	0.027285519
W09G3.6	11.12517529	10.30999359
ZK616.65	2.453159662	2.656927458
mrpl-11	33.33827639	36.28709587
C45G9.6	10.02584835	10.76238169
C53D6.10	7.818218688	8.312471494
kin-3	113.2003278	104.5868322
F48E3.9	0.011298375	0.014400691
F53B1.8	8.175872448	3.887851191
lin-42	125.2008208	67.96980358
rfl-1	13.52439075	9.753845174
T23G5.11	0.105298561	0
pkc-1	2.745359364	1.642215426
K02E10.6	6.40114467	4.319351763
F58D5.11	17.24485943	69.76249846
rsp-5	191.6228432	169.2326291
nhr-186	0.080246872	0.051140558
fipr-2	32.37424069	63.83133325
F01E11.20	2.074381642	0
pbs-5	480.5286877	402.2231186
C11E4.7	0.496968095	0.328443085
pig-1	6.906680424	6.106123983
21ur-4524	0.987800782	0
Y75B12B.16	0	1.047115579
Y65B4BL.1	15.88888066	30.37749131
F56A8.8	0	0.495522566
ztf-22	7.715406107	8.3813945
T19B10.8	3.019730346	3.101175752
str-115	0.103203067	0
spin-2	5.528856319	2.901695028
atic-1	24.24173709	12.16919083
aos-1	16.01588105	19.96157298
Y38H6C.15	1.784414316	2.842975093
ZK1248.19	2.438097884	4.992461464
supr-1	0.490594498	1.191613791
jmjd-2	2.854241262	2.262983533
Y37E11B.1	4.466090787	1.87249776
gcy-14	0.00621817	0.00792556
M02D8.6	4.980859875	3.809104764
Y17D7C.6	0.617375489	0.236068468
svop-1	1.87132317	1.217950174
F59H6.15	22.58771121	10.40799644
mig-18	2.808114886	4.002511659
C25F9.12	1.164565132	29.03724982
F46G11.6	12.28308798	12.97350187
ins-18	13.10893954	13.12802978
K09C6.9	19.93240863	20.2794055
R10E4.7	4.504970232	5.697436954
F11E6.10	0.667198774	0.231926915
M02E1.4	0.058598351	0.149376657
C40A11.4	0.060389567	0
F36A4.4	22.94847324	12.13414732
div-1	10.20557749	8.510362899
K11D2.4	15.10508324	9.590626779
F09C6.12	1.231368098	0.965832634
dmsr-13	0.038097	0.024278851
clec-178	9.000575839	5.169767557
F58E6.4	0.052783248	0
Y69A2AR.18	2017.780979	1831.313056
F26C11.1	1.094283894	0.48513153
F55A4.7	0.10476675	0.600901554
C54D10.4	1.145491871	1.35383844
sri-48	0.021210446	0.108137703
Y71H2B.11	1.273743113	2.435232613
vps-33.2	0.83915115	1.354783438
nmat-2	3.488171511	5.272195775
T08B6.64	0	0.233979366
uaf-2	101.0026299	129.5004165
try-3	0.933112849	0.457433709
clec-38	0.108322801	0.046022051
madf-11	1.967316783	2.115173469
Y54G11A.17	153.2829741	162.0222877
F35C5.1	12.86782195	10.2271088
ugt-37	0.104568703	0.33320313
sri-12	0	0.025325353
dhs-26	0.08589572	0.027370257
F42C5.3	0.02560965	0.065283132
fars-1	41.97494789	35.20252988
lrp-1	0.287987355	0.582110214
Y105C5B.8	0.039739112	0.101301411
K06A4.6	11.59526149	6.914990188
F56H1.3	0.029423853	0.030002461
col-138	2979.8762	3298.395507
gnrr-5	0.603397176	0.51964757
ttr-1	4.00782865	2.020866372
gcp-2.3	0.039455666	0.012572358
C17G1.2	2.288463733	2.32091988
ruvb-2	20.40501615	21.55215729
F35G2.1	5.900107373	5.342378293
K03H1.5	0.863078461	1.411641745
secs-1	1.168472098	1.682046496
vha-17	351.2142711	377.752963
C04E6.7	0.857182497	0.619110692
C39B5.2	0.227761498	0.625262428
scbp-2	5.02880398	4.406611394
daf-16	20.05534921	9.461814942
pqn-18	1.12714572	1.022223333
tag-329	0.018438948	0.023501927
col-115	36.78429714	17.78302568
C07A9.14	0.262579955	0.334679346
C47E8.9	0.455193464	0.165765946
ugt-43	0.230060811	0.244359227
srh-159	0	0.026386895
enu-3.5	3.515165544	7.116953967
Y38H6C.25	0	0.275413212
pbo-4	3.078057793	2.428132809
F46H5.2	2.767002358	2.151550194
W04H10.2	0.468786812	0.298753315
cuti-1	20.19882288	27.91577464
C17E4.10	1.710063719	4.043342355
rpl-16	6930.546534	8180.581003
C33E10.1	0	0.117509637
T09D3.8	5.424031838	5.435700283
fip-5	74.30896015	68.2730992
R12B2.7	0.181963302	0.231926915
tcab-1	3.610960636	4.56329091
K02A6.1	0.145570642	0.278312299
F38A5.6	1.597692931	2.336839376
T28F4.5	117.7439894	922.2289356
K01A6.5	0.690414465	0.319995986
ipp-5	2.430520394	1.140197253
F55H12.2	7.987561495	14.283499
dod-18	4.539892482	7.522397228
zipt-16	1.397392473	1.314201959
zipt-9	18.15536463	13.81968704
C36C9.10	46.55834352	41.7159212
F54E4.3	1.342395934	1.162183225
glb-11	5.17917508	2.661247666
M163.17	0.220678898	0.140636534
Y45F10D.4	72.15435711	130.2525654
hlh-33	4.897845543	10.30369429
col-185	0.02259675	0.086404145
C25F6.8	3.256084059	2.657956079
F40G9.9	0.01754976	0
Y97E10C.1	96.68100152	69.0893715
set-30	1.491385494	2.796352329
F09E5.10	0.176995021	0.105277405
F48A9.2	0.402970385	0.443579425
T19B4.5	3.224516767	2.747263961
Y71G12B.30	24.85072585	17.17078084
T26C11.2	0	0.025619834
Y54E10A.17	212.1320205	169.5902086
arf-1.1	15.44261889	7.246427626
T04C9.1	3.734260381	3.73629877
C36C5.14	0.06846144	0.218149079
Y37E11B.11	3.275339435	2.783122986
kel-20	4.094174293	6.334503879
F13D2.1	0.134182762	0.625316596
T03F6.10	2.074381642	1.211818133
F42F12.11	0.037784729	0
szy-20	4.382496426	5.70433306
M6.4	0.567352244	0.451960143
C07E3.15	0.296340235	0
F35G12.5	1.592576771	2.852092506
str-12	0	0.050796673
aagr-3	31.94680702	23.20885953
T25E4.1	92.15500053	31.98592064
anr-35	0.60407817	0.377709548
F09B12.7	3.771602985	4.006010358
ubc-6	32.83501169	28.81723334
dolk-1	7.329481801	5.81672704
C26B2.2	10.11816122	12.00700536
ttr-10	8.280964638	4.32745071
srz-20	0.250529184	0.031931967
pmp-5	137.6117249	48.94666295
K11D12.12	2.040874743	2.911857749
T26C11.4	0.579571122	0.46169386
dapk-1	13.89068292	5.246988961
T22C1.15	0	0.05440261
aexr-1	0.064976715	0.207045171
nsy-4	23.65522925	19.01800707
nas-3	0.377589377	0.601585173
srx-44	0.064222342	0
B0334.6	1.540469067	0.713982606
H01G02.1	50.65970591	46.08250682
F49E12.7	0.128048249	0.040801957
lron-9	1.990469685	4.750683591
T19C3.4	18.39886326	15.67220922
his-61	11.72241709	16.66249933
F10E7.2	30.92923112	30.38916239
T02G6.1	0.0369765	0.094259067
T13B5.9	0.218932099	0.302300518
Y52E8A.2	14.72488523	14.8409192
C05C10.5	65.88045712	49.64388974
T19H12.2	485.4415379	399.5199378
F26A1.8	0.391714103	0.477563796
acdh-4	4.250621495	3.470362514
vps-16	4.539483077	3.399238332
Y71G12B.13	9.835313089	12.34543782
R02D5.3	7.421854523	13.8493501
fbxb-97	0.165124907	0.473546299
aakg-3	0.486944047	0.620649492
rde-11	4.776967188	5.198967386
C10A4.4	4.370890506	2.237553972
col-42	216.4740646	566.6720269
M03F4.12	0	0.184892786
hpo-9	3.564229625	4.028036532
cyld-1	5.797871418	6.248706864
B0207.9	0.973888095	0.930974238
him-18	0.577018537	0.980608933
C54D2.9	0.139220244	0
H32C10.1	15.84627319	9.959959017
pitr-6	0.86788258	0.10880522
rpl-24.2	208.8804745	229.5222745
C23H4.7	1.163622927	0.741565672
C48B6.3	24.15101332	23.50192744
C32A9.1	0.047038132	0.029976948
C05D11.13	0.533848217	0.74523575
F52F12.8	10.53919705	7.036363355
B0294.3	1.002116735	0.127727866
C07A4.3	3.623519214	1.144024112
M176.4	36.96542251	16.65959413
K09E9.5	1.108448206	0.807318118
sma-5	2.884242968	3.694309826
C08F8.3	12.74069638	11.73179412
F54B3.2	0.601270041	0.670571299
Y54F10AM.11	10.8417159	14.2792634
C05A9.2	2.428343589	1.836088081
tbc-17	23.47043072	18.36939005
C08E8.9	0.115243425	0
srd-55	0.041281227	0
pax-2	0.043081654	0
F59B10.6	2.413588703	5.404334729
JC8.15	0.426242803	1.086561714
lgc-25	2.171983429	0.718374024
R07E4.8	0.307315799	0
uso-1	1.217092272	1.192548298
ZC239.15	0.593528367	0.264774934
linc-15	8.898974499	12.20292386
Y48G9A.11	8.584325544	7.361044033
F08G2.5	18.07840984	184.1421968
R107.5	13.93015409	78.12889837
Y48A5A.3	80.7280189	71.82776573
memo-1	9.407310802	7.427442791
F52D10.12	0	0.714585631
K08F9.4	2.122436815	2.296882387
gfi-1	4.590476242	2.393563292
fbxa-50	0.135138869	0.344490793
fkh-10	0.638271274	0.271176086
F38C2.4	0.30136295	0.25607427
mcm-5	9.653153167	8.163827425
str-225	0.019869556	0.025325353
Y65B4A.7	6.113966944	5.566245972
Y105C5A.1	0.342128917	0.22951101
Y41G9A.6	0	0.016787091
linc-38	1.551702803	1.145025008
irg-2	0.223051789	1.800550892
pudl-2	0.792757315	0.56135177
his-1	1.19675864	12.88086408
xbx-6	49.70122489	36.67930871
K03B8.11	0	0.119097605
cdc-42	72.3152489	76.15175316
let-92	136.1678733	97.63614211
K06A9.2	1.257200995	2.164950279
cpb-2	5.304023112	6.498015401
D1014.2	0.368233428	0.391119355
C33A12.1	411.0297929	322.8207632
cyp-29A2	0.864325684	2.27325191
sir-2.4	1.523680115	1.747847961
B0222.1	1.764916782	0.4314165
cutl-4	1.721295405	0.95632843
H04D03.3	0.202378697	0.064486996
ZC416.9	0	0.190213441
PDB1.1	18.23602258	12.5423394
wago-11	0.035752872	0.082025858
F41E6.15	2.048771992	2.393714831
C27B7.7	0.052227508	0.157342957
oac-23	0.362865593	0.321181588
anoh-2	0.135737059	0.050884658
K02D10.8	2.765842189	1.872809843
T20D4.10	1.403459527	2.137860973
del-8	0.162378211	0.051741034
Y57G11C.36	10.9980339	12.14420463
irld-28	0.017373381	0.022143776
tads-1	4.617394352	8.08122754
rps-25	8107.785105	9251.269836
C46C2.5	0.55563794	0.786894892
sna-1	32.53931987	40.39001032
F44D12.19	0.370425293	0.314757957
ugt-28	0.488392208	1.425186585
cln-3.2	4.535727443	3.315065453
F18C5.9	0.098780078	0.188854774
gap-1	0.208535721	0.153881668
fog-3	3.457302736	5.040896368
Y39A3CL.4	10.04277524	10.11118318
his-70	30.37304478	36.55855379
ceh-43	1.091779812	0.600901554
T27E7.1	200.0361856	112.5530082
F36H9.1	0.075158755	0
Y34F4.2	32.16339212	15.89050775
K05F1.1	0.17031048	0.282196789
Y48G8AL.10	1.528686784	2.125565121
F56B3.4	9.852075101	9.318037459
nduf-6	193.7070328	204.2042472
F38A5.2	47.85151752	28.48698782
bbs-1	0.35951155	0.076371081
pdi-6	392.7527267	331.9447404
C03D6.9	0.181963302	0.231926915
thoc-5	1.108183849	1.250624269
alr-1	0.533357998	0.218509656
Y69A2AR.50	1.659505313	2.467702381
Y67D8C.3	0.529516692	0.776148529
dph-2	8.95124519	7.678667847
Y71H2AM.2	7.600578238	7.064567473
Y57A10A.7	0.235832383	0.156305452
F52H2.15	0.703180218	0.821571616
hmg-3	3.697810753	5.10911466
C45B11.8	1.152434245	0.326415659
F23H11.4	1.561177036	1.945871643
K04C2.8	4.01493221	6.63360855
oac-10	0.144268967	0.131344602
pks-1	0.05155971	0.030001245
mlt-2	0.113693065	0.17125844
ZC477.3	10.81351995	9.005916958
sulp-5	0.018738768	0.023884073
F14H12.3	13.26639422	9.291459684
acox-1.1	23.63958272	6.469579149
dhc-3	0.002110685	0
C04F12.7	241.091515	110.2738221
F57B1.6	0.426018347	0
F36F12.1	0	0.029118577
F26G1.9	2.87296988	8.192573296
Y57G11B.6	0.425514183	0.338970107
C35D10.17	52.56442801	39.27445883
F32D1.8	0.06267014	0.079878152
F55G11.4	8.875765505	8.400908272
Y110A2AL.3	3.214685001	5.334319056
cdka-1	8.633706281	4.650070587
srd-8	0.028032184	0
acd-2	0.099634085	0.012699168
srt-41	0.04067415	0
Y60C6A.1	0.529496815	0.436691219
cpx-1	9.411546338	6.181496539
aqp-4	76.66631908	27.0829693
gadr-6	1.167022021	0.768522944
pll-1	2.036993781	0.509403182
T21G5.1	0.644468083	1.249252939
fbxa-60	1.543089922	3.585039778
sms-3	25.04562481	22.22197451
F38E1.3	0.377968788	1.02018013
set-4	9.618240139	8.752231627
Y41E3.461	0.186461271	0.11882997
T09B4.5	6.948667569	3.386361465
gen-1	3.36987669	4.943508874
T27F7.12	0.423343192	0.17986169
ilys-3	0.444510352	0.377709548
lin-28	4.877072826	4.22703162
ssp-33	54.99672316	37.94582034
snb-6	10.0698138	5.732873076
srt-42	0.225476265	1.436938498
dyb-1	3.62281191	3.117443167
mir-8199	2.183559623	0
Y69H2.9	3.951203127	2.825826989
C12D5.3	4.159567355	3.649225061
F58G11.3	11.0813198	24.94806451
R07E5.11	23.35195708	28.99086444
tbh-1	7.418912193	4.842273137
Y119D3B.14	17.16371331	10.63125099
B0034.1	9.653331562	7.396194811
F39E9.20	18.66943478	27.76165178
F53G12.9	3.540611236	3.132410509
rcor-1	2.157242617	2.658534147
F43D2.7	0.934406145	1.746764877
EGAP1.1	0	0.057415132
Y76B12C.3	283.8100928	234.4713998
srh-61	0.020579183	0.131149149
mdt-11	8.670695752	9.093007639
mpk-1	32.20086344	23.56625753
C14E2.6	0.07091903	0
nspc-20	46.80656012	62.28575721
zipt-7.2	103.375592	89.73117111
cest-1	0.184663054	0.169987977
T04A6.2	0.333233999	0.106183407
Y57G11C.44	1.455706415	0.74216613
tsp-14	9.491867513	9.494244549
sel-9	191.9480921	159.3724454
idhb-1	64.63336484	50.32814066
Y18D10A.9	35.9232166	21.56371375
ZK1290.1	0.031430025	0
drl-1	0.761778569	0.089625994
Y39B6A.27	1.123258695	0.446239129
C10A4.10	0.675863693	0.397588998
ZK6.6	3.149509739	1.405006531
fbxa-38	0.432162842	0.144954322
T04C12.11	56.35080348	49.50230744
hrde-2	26.3026169	22.6090846
nrx-1	0.416094165	0.194028877
H34I24.2	76.2263697	66.20477598
ZK795.2	4.932261242	4.361492506
ccf-1	93.62509211	91.1360916
ZK616.1	0.603656033	0.209838638
F14E5.2	1.979900088	2.738312041
ttr-55	0.225967499	0.115205527
F54B8.1	0.732673428	1.342411418
egl-26	7.378965127	6.963648226
srh-195	0	0.105232511
Y45F10D.6	2.396150411	2.181490789
R08A2.1	6.257323584	3.686138809
rpl-25.2	4263.724479	3927.459853
nhr-152	0.234903844	0.11515535
21ur-13850	0	1.259031827
Y47G6A.30	0.402011946	1.537190021
nlp-10	32.73960925	30.97981344
C29H12.2	163.8094606	133.9207229
C37C3.9	9.821382296	11.33930575
D1081.5	6.739235044	7.75946789
Y82E9BR.16	78.39368968	61.99903437
W01A8.6	3.121554177	0.601427277
Y52B11A.4	2.245769299	3.107225983
W03G11.3	0.672849808	0.784614037
hpo-36	1.024781359	1.724548033
B0416.4	0.221014787	0.160972106
Y47D9A.4	0.307315799	0.489623488
H43E16.1	0.88133678	0.545147801
F53F8.3	1.284141016	1.930515468
W02D9.6	27.65842189	28.16179236
R10E9.2	119.303539	87.92884582
C44C10.5	0.11298375	0.259212435
R10F2.5	0.031287808	0
gcy-18	0.01862102	0.015822662
R03H10.7	0.153657899	0.416179965
C29F7.1	2.80085285	2.298131512
gly-1	0.029237232	0.167693457
W07G4.5	22.37781541	21.28380604
C48B4.9	20.89495534	15.41109996
K07F5.6	0.352336585	0.879451106
Y41C4A.22	0.392875311	0.200300518
pqn-11	0.135249007	0.086192888
par-3	1.694195993	1.998720676
F34D10.6	0.09266997	0.08177217
C10C5.5	0.069493522	0
dre-1	5.101285466	2.886780117
Y53G8B.1	11.69666907	8.195473528
ttr-51	174.5067338	164.9784582
fat-7	52.68562223	33.48504705
hasp-1	0.473104585	0.389637218
H09G03.1	2.911412831	2.841104715
Y50D4C.3	16.46527755	12.79338792
F11E6.7	1.551003402	1.541443116
F10D11.5	0.839630665	0.80263279
C05E7.2	190.8864779	54.81394661
R193.1	0	0.094259067
osm-6	0.102330314	0.074530425
ZC250.5	7.285633084	7.566474199
ncr-1	1.528807279	2.986561769
trx-4	91.10632952	100.2096073
Y23H5B.5	6.373248461	5.284797295
clec-67	17.10921611	17.85242565
21ur-14121	0.987800782	0
spd-2	6.428487755	6.537808905
F39G3.2	4.949557336	1.789008899
twk-44	0.02826133	0.024014231
elo-6	215.3836745	26.59990878
epg-3	16.11901494	14.22788254
Y106G6A.4	20.50300926	13.9433077
K02E11.7	4.169100359	4.277005177
klf-2	0.345730274	0.381906321
C56C10.7	9.38771254	10.63858919
set-19	0.373169184	0.578222024
C04G2.5	3.549089535	3.977649223
rap-1	9.146303536	10.72508593
argk-1	186.972415	125.6297736
math-22	1.331528757	0.982555243
C26B9.3	38.64674842	59.13057615
K10H10.6	0.043763326	0.027889946
lhfp-4	3.276921724	4.598203194
maph-1.2	20.17484317	16.50842531
C56G2.4	0.987800782	0.277968066
T11B7.1	0	0.019760589
act-1	211.3631657	214.4161258
let-767	615.0153539	480.5657012
B0302.5	69.27101748	47.19852445
nuo-2	400.8671835	307.8403023
avr-14	0.438518178	0.243011658
ZK813.4	1.062695513	1.625389449
mrpl-20	93.95940458	46.77434386
F13E9.12	6.818569286	4.16179965
R12C12.6	12.15651252	17.43126347
srh-211	0.056216305	0
F41E7.1	1.0030859	0.818248924
F41B4.3	12.85604425	32.64156588
ZK262.8	0.198981452	0.380426883
F27C8.5	2.333373932	2.958502349
unc-96	10.00446541	13.5817298
C25G4.16	0.157150124	0
Y53F4B.21	0.120673743	0.253783902
nmgp-1	4.810160329	2.490693397
D2096.12	0.271515922	0.622924124
pho-12	0.813482997	0.540025906
tsp-5	0.02857275	0.036418276
his-46	0	0.084742527
ZK662.2	392.4891304	371.9733313
sodh-1	11.63629321	32.58374368
ZK858.10	3.294606137	7.620845588
21ur-5134	0	1.259031827
tyr-5	0.303779738	0.23969016
rpl-33	14036.48316	14866.49673
wrk-1	17.38565927	9.563284302
F09E5.7	7.557309187	10.56456834
Y57A10A.24	0.969337216	1.614384735
egl-30	79.27197115	36.25620759
spl-2	1.273408006	0.194767354
crld-1	7.618487467	6.543949855
srab-3	0.020218145	0.077308972
exos-4.1	65.81786288	53.90327963
ZC239.4	0.029804334	0
F21C10.11	26.12599581	16.00671815
Y82E9BR.2	1.92723467	2.307039487
inx-6	3.58141104	2.463182779
F07C6.6	1.711536008	0.523557789
F31E3.6	3.612107337	5.919328738
