gene_id	fujiabin-LncRNA-T.bam	fujiabin-LncRNA-N.bam
ENSG00000127603	24	3
ENSG00000127616	6	13
ENSG00000127663	0	0
ENSG00000127666	0	0
ENSG00000127720	10	3
ENSG00000127743	19	0
ENSG00000127774	2	22
ENSG00000127780	0	0
ENSG00000127804	9	0
ENSG00000127824	19	8
ENSG00000127831	314	235
ENSG00000127837	4	4
ENSG00000127838	71	25
ENSG00000127863	0	0
ENSG00000127870	10	3
ENSG00000127884	0	0
ENSG00000127903	0	0
ENSG00000127914	62	30
ENSG00000127920	0	0
ENSG00000127922	0	1
ENSG00000127928	1	1
ENSG00000127946	0	0
ENSG00000127947	4	4
ENSG00000127948	72	97
ENSG00000127951	199	46
ENSG00000127952	0	0
ENSG00000127954	79	21
ENSG00000127955	2	0
ENSG00000127957	0	2
ENSG00000127980	278	347
ENSG00000127989	0	0
ENSG00000127990	13	16
ENSG00000127993	0	7
ENSG00000127995	0	6
ENSG00000128000	0	0
ENSG00000128011	0	0
ENSG00000128016	7	7
ENSG00000128039	7	3
ENSG00000128040	0	0
ENSG00000128045	22	27
ENSG00000128050	133	184
ENSG00000128052	0	2
ENSG00000128059	33	20
ENSG00000128159	17	43
ENSG00000128165	5	0
ENSG00000128185	0	0
ENSG00000128191	15	56
ENSG00000128203	34	10
ENSG00000128218	0	8
ENSG00000128228	0	0
ENSG00000128242	0	0
ENSG00000128245	0	0
ENSG00000128250	4	16
ENSG00000128253	4	0
ENSG00000128254	22	20
ENSG00000128262	8	0
ENSG00000128266	0	0
ENSG00000128268	3	0
ENSG00000128271	1	0
ENSG00000128272	16	7
ENSG00000128274	0	0
ENSG00000128276	20	14
ENSG00000128283	0	0
ENSG00000128284	1	3
ENSG00000128285	0	4
ENSG00000128294	4	5
ENSG00000128298	57	23
ENSG00000128309	0	0
ENSG00000128310	0	0
ENSG00000128311	1	1
ENSG00000128313	0	4
ENSG00000128322	0	0
ENSG00000128335	1	0
ENSG00000128340	0	0
ENSG00000128342	0	0
ENSG00000128346	860	159
ENSG00000128383	0	0
ENSG00000128394	0	0
ENSG00000128408	0	0
ENSG00000128422	0	0
ENSG00000128438	0	0
ENSG00000128463	18	30
ENSG00000128482	1	0
ENSG00000128487	0	0
ENSG00000128510	0	0
ENSG00000128512	0	0
ENSG00000128513	4	2
ENSG00000128519	0	0
ENSG00000128524	11	0
ENSG00000128534	0	0
ENSG00000128536	0	0
ENSG00000128563	4	6
ENSG00000128564	4	3
ENSG00000128567	298	308
ENSG00000128573	0	0
ENSG00000128578	2	3
ENSG00000128581	37	0
ENSG00000128585	124	95
ENSG00000128590	15	3
ENSG00000128591	0	4
ENSG00000128594	680	223
ENSG00000128595	0	0
ENSG00000128596	0	38
ENSG00000128602	0	0
ENSG00000128604	20	47
ENSG00000128606	7	53
ENSG00000128607	0	0
ENSG00000128609	0	4
ENSG00000128610	0	0
ENSG00000128617	79	35
ENSG00000128626	0	0
ENSG00000128641	1	2
ENSG00000128645	0	0
ENSG00000128652	2	6
ENSG00000128654	0	0
ENSG00000128655	0	0
ENSG00000128656	2	0
ENSG00000128683	2	2
ENSG00000128692	0	2
ENSG00000128694	135	172
ENSG00000128699	10	21
ENSG00000128708	43	41
ENSG00000128709	2	4
ENSG00000128710	0	0
ENSG00000128713	5	0
ENSG00000128714	0	0
ENSG00000128731	2	0
ENSG00000128739	0	0
ENSG00000128789	45	14
ENSG00000128791	0	0
ENSG00000128805	9	8
ENSG00000128815	3	24
ENSG00000128829	166	100
ENSG00000128833	2	0
ENSG00000128849	2	8
ENSG00000128872	0	0
ENSG00000128881	11	10
ENSG00000128886	14	2
ENSG00000128891	0	0
ENSG00000128908	13	18
ENSG00000128915	0	0
ENSG00000128917	2	0
ENSG00000128918	69	443
ENSG00000128923	16	11
ENSG00000128928	0	0
ENSG00000128944	0	0
ENSG00000128951	12	10
ENSG00000128965	0	16
ENSG00000128973	0	0
ENSG00000128989	0	2
ENSG00000129003	3	0
ENSG00000129007	172	109
ENSG00000129009	56	1
ENSG00000129028	10	3
ENSG00000129038	8	0
ENSG00000129048	186	133
ENSG00000129055	11	16
ENSG00000129071	0	1
ENSG00000129083	0	0
ENSG00000129084	1	0
ENSG00000129103	8	770
ENSG00000129116	145	191
ENSG00000129128	2	2
ENSG00000129151	424	145
ENSG00000129152	0	0
ENSG00000129158	0	1
ENSG00000129159	108	148
ENSG00000129167	0	0
ENSG00000129170	19	5
ENSG00000129173	6	38
ENSG00000129187	1	0
ENSG00000129194	21	27
ENSG00000129195	56	2
ENSG00000129197	229	112
ENSG00000129204	29	86
ENSG00000129214	60	43
ENSG00000129219	8	2
ENSG00000129221	0	0
ENSG00000129226	3	2
ENSG00000129235	235	89
ENSG00000129244	0	0
ENSG00000129245	32	35
ENSG00000129250	40	14
ENSG00000129255	249	290
ENSG00000129292	0	0
ENSG00000129295	0	0
ENSG00000129315	0	0
ENSG00000129317	0	0
ENSG00000129347	58	27
ENSG00000129351	0	0
ENSG00000129353	2	0
ENSG00000129354	0	0
ENSG00000129355	0	0
ENSG00000129422	67	61
ENSG00000129437	0	0
ENSG00000129450	2	0
ENSG00000129451	25	0
ENSG00000129455	8	0
ENSG00000129460	0	0
ENSG00000129465	0	0
ENSG00000129467	0	0
ENSG00000129472	4	0
ENSG00000129473	156	184
ENSG00000129474	0	0
ENSG00000129480	0	0
ENSG00000129484	38	123
ENSG00000129493	36	6
ENSG00000129514	9	0
ENSG00000129515	0	0
ENSG00000129518	0	0
ENSG00000129521	0	0
ENSG00000129534	42	53
ENSG00000129535	0	0
ENSG00000129538	14	0
ENSG00000129559	0	0
ENSG00000129562	0	0
ENSG00000129566	1	0
ENSG00000129595	209	93
ENSG00000129596	0	0
ENSG00000129625	148	74
ENSG00000129636	162	43
ENSG00000129646	4	51
ENSG00000129654	0	0
ENSG00000129657	4	0
ENSG00000129667	0	0
ENSG00000129673	44	9
ENSG00000129675	0	0
ENSG00000129680	11	70
ENSG00000129682	0	0
ENSG00000129691	23	0
ENSG00000129696	316	289
ENSG00000129744	8	11
ENSG00000129749	2	301
ENSG00000129757	0	0
ENSG00000129810	103	26
ENSG00000129816	0	0
ENSG00000129824	1	1
ENSG00000129845	0	0
ENSG00000129862	0	0
ENSG00000129864	0	0
ENSG00000129873	0	0
ENSG00000129910	6	1
ENSG00000129911	0	0
ENSG00000129925	12	10
ENSG00000129932	0	0
ENSG00000129933	4	4
ENSG00000129946	0	5
ENSG00000129951	10	26
ENSG00000129965	1	0
ENSG00000129968	6	8
ENSG00000129988	1	6
ENSG00000129990	5	1
ENSG00000129991	0	0
ENSG00000129993	4	34
ENSG00000130005	0	19
ENSG00000130021	6	1
ENSG00000130023	0	0
ENSG00000130024	273	223
ENSG00000130032	2	1
ENSG00000130035	0	0
ENSG00000130037	0	4
ENSG00000130038	0	0
ENSG00000130045	0	0
ENSG00000130052	0	0
ENSG00000130054	0	1
ENSG00000130055	11	77
ENSG00000130066	0	0
ENSG00000130119	0	0
ENSG00000130147	4	0
ENSG00000130150	0	0
ENSG00000130158	12	29
ENSG00000130159	2	0
ENSG00000130164	1	8
ENSG00000130165	0	5
ENSG00000130167	10	57
ENSG00000130173	227	59
ENSG00000130175	2	4
ENSG00000130176	0	10
ENSG00000130177	1	0
ENSG00000130182	0	1
ENSG00000130193	44	14
ENSG00000130202	2	0
ENSG00000130203	1	0
ENSG00000130204	0	2
ENSG00000130208	0	0
ENSG00000130222	1	2
ENSG00000130224	0	0
ENSG00000130226	0	1
ENSG00000130227	1	20
ENSG00000130234	9	3
ENSG00000130244	0	6
ENSG00000130254	9	15
ENSG00000130255	0	19
ENSG00000130270	1	0
ENSG00000130283	0	0
ENSG00000130287	0	0
ENSG00000130294	2	0
ENSG00000130299	11	2
ENSG00000130300	4	72
ENSG00000130303	0	5
ENSG00000130304	172	77
ENSG00000130305	0	0
ENSG00000130307	6	0
ENSG00000130309	0	0
ENSG00000130311	0	2
ENSG00000130312	15	26
ENSG00000130313	1	7
ENSG00000130332	1	0
ENSG00000130338	0	0
ENSG00000130340	0	0
ENSG00000130347	6	0
ENSG00000130348	0	0
ENSG00000130349	0	0
ENSG00000130363	1	2
ENSG00000130368	2	0
ENSG00000130377	66	16
ENSG00000130382	2	0
ENSG00000130383	0	0
ENSG00000130385	0	0
ENSG00000130396	4	10
ENSG00000130402	0	0
ENSG00000130413	0	0
ENSG00000130414	1	0
ENSG00000130427	65	0
ENSG00000130429	28	21
ENSG00000130433	0	0
ENSG00000130449	0	2
ENSG00000130475	1	1
ENSG00000130477	0	1
ENSG00000130479	3	0
ENSG00000130487	0	0
ENSG00000130489	0	0
ENSG00000130508	10	6
ENSG00000130511	0	18
ENSG00000130513	15	9
ENSG00000130517	0	0
ENSG00000130518	0	3
ENSG00000130520	47	50
ENSG00000130522	0	4
ENSG00000130528	4	10
ENSG00000130529	2	0
ENSG00000130538	0	0
ENSG00000130540	0	0
ENSG00000130544	7	39
ENSG00000130545	0	0
ENSG00000130558	4	0
ENSG00000130559	0	0
ENSG00000130560	0	2
ENSG00000130561	0	0
ENSG00000130584	73	65
ENSG00000130589	1	0
ENSG00000130590	8	0
ENSG00000130592	12	31
ENSG00000130595	0	0
ENSG00000130598	0	2
ENSG00000130600	0	0
ENSG00000130612	0	0
ENSG00000130635	1	0
ENSG00000130638	0	0
ENSG00000130640	88	101
ENSG00000130643	0	0
ENSG00000130649	19	1
ENSG00000130653	5	0
ENSG00000130656	0	0
ENSG00000130669	0	0
ENSG00000130675	1	0
ENSG00000130684	200	64
ENSG00000130695	4	13
ENSG00000130699	0	0
ENSG00000130700	0	0
ENSG00000130701	0	2
ENSG00000130702	453	330
ENSG00000130703	1	14
ENSG00000130706	110	24
ENSG00000130707	0	1
ENSG00000130711	1	0
ENSG00000130713	2	6
ENSG00000130714	27	33
ENSG00000130717	20	30
ENSG00000130720	4	20
ENSG00000130723	9	7
ENSG00000130724	31	26
ENSG00000130725	0	0
ENSG00000130726	6	13
ENSG00000130731	2	2
ENSG00000130733	212	240
ENSG00000130734	78	17
ENSG00000130741	0	2
ENSG00000130748	0	0
ENSG00000130749	1	11
ENSG00000130751	8	1
ENSG00000130755	0	0
ENSG00000130758	0	2
ENSG00000130762	9	2
ENSG00000130764	10	20
ENSG00000130766	0	0
ENSG00000130768	3	2
ENSG00000130770	0	0
ENSG00000130772	0	0
ENSG00000130775	31	22
ENSG00000130779	0	1
ENSG00000130783	0	0
ENSG00000130787	89	63
ENSG00000130803	0	4
ENSG00000130810	0	0
ENSG00000130811	27	24
ENSG00000130812	358	95
ENSG00000130813	18	0
ENSG00000130816	11	1
ENSG00000130818	0	0
ENSG00000130821	94	84
ENSG00000130822	57	41
ENSG00000130826	13	17
ENSG00000130827	0	0
ENSG00000130829	0	0
ENSG00000130830	10	8
ENSG00000130844	0	0
ENSG00000130856	0	0
ENSG00000130876	0	0
ENSG00000130881	0	1
ENSG00000130921	455	104
ENSG00000130935	0	0
ENSG00000130939	0	6
ENSG00000130940	4	17
ENSG00000130943	68	69
ENSG00000130948	0	0
ENSG00000130950	2	1
ENSG00000130956	132	19
ENSG00000130957	6	2
ENSG00000130958	0	0
ENSG00000130962	10	1
ENSG00000130985	4	3
ENSG00000130988	1	0
ENSG00000130997	0	0
ENSG00000131002	2	2
ENSG00000131007	0	0
ENSG00000131013	0	0
ENSG00000131015	0	0
ENSG00000131016	8	28
ENSG00000131018	22	33
ENSG00000131019	0	0
ENSG00000131023	0	1
ENSG00000131037	8	34
ENSG00000131042	0	0
ENSG00000131043	2	0
ENSG00000131044	41	19
ENSG00000131050	0	0
ENSG00000131051	34	49
ENSG00000131055	0	1
ENSG00000131059	0	0
ENSG00000131061	2	4
ENSG00000131067	1	4
ENSG00000131068	0	0
ENSG00000131069	30	45
ENSG00000131080	0	0
ENSG00000131089	5	0
ENSG00000131094	0	0
ENSG00000131095	17	13
ENSG00000131096	0	0
ENSG00000131097	43	20
ENSG00000131100	0	3
ENSG00000131115	79	39
ENSG00000131116	23	11
ENSG00000131126	1	0
ENSG00000131127	0	0
ENSG00000131142	0	0
ENSG00000131143	27	30
ENSG00000131148	0	0
ENSG00000131149	85	12
ENSG00000131152	0	0
ENSG00000131153	34	19
ENSG00000131165	2	2
ENSG00000131171	10	0
ENSG00000131174	0	0
ENSG00000131183	19	0
ENSG00000131187	26	0
ENSG00000131188	8	0
ENSG00000131196	0	16
ENSG00000131203	0	0
ENSG00000131233	8	5
ENSG00000131236	43	11
ENSG00000131238	5640	1126
ENSG00000131242	2	0
ENSG00000131263	0	0
ENSG00000131264	0	0
ENSG00000131269	1	0
ENSG00000131323	0	0
ENSG00000131351	0	0
ENSG00000131355	0	2
ENSG00000131368	437	466
ENSG00000131370	704	1067
ENSG00000131373	5	6
ENSG00000131374	2	191
ENSG00000131375	120	182
ENSG00000131378	305	130
ENSG00000131379	0	0
ENSG00000131381	0	14
ENSG00000131386	2	4
ENSG00000131389	22	43
ENSG00000131398	0	21
ENSG00000131400	25	43
ENSG00000131401	3	7
ENSG00000131408	7	5
ENSG00000131409	1	1
ENSG00000131435	0	2
ENSG00000131437	0	0
ENSG00000131446	2	6
ENSG00000131459	0	0
ENSG00000131462	2	4
ENSG00000131467	0	3
ENSG00000131469	9	5
ENSG00000131470	491	268
ENSG00000131471	0	0
ENSG00000131473	3	1
ENSG00000131475	2	0
ENSG00000131477	6	10
ENSG00000131480	0	0
ENSG00000131482	1	0
ENSG00000131484	0	0
ENSG00000131495	65	18
ENSG00000131503	9	5
ENSG00000131504	16	30
ENSG00000131507	0	1
ENSG00000131508	0	3
ENSG00000131538	0	0
ENSG00000131548	0	0
ENSG00000131558	6	0
ENSG00000131584	194	11
ENSG00000131591	16	1
ENSG00000131620	2	0
ENSG00000131626	108	35
ENSG00000131634	64	23
ENSG00000131650	15	0
ENSG00000131652	484	15
ENSG00000131653	36	0
ENSG00000131668	0	0
ENSG00000131669	4	8
ENSG00000131686	0	0
ENSG00000131697	0	0
ENSG00000131711	39	41
ENSG00000131721	1	6
ENSG00000131724	0	0
ENSG00000131725	0	0
ENSG00000131730	367	207
ENSG00000131732	6	0
ENSG00000131737	6	0
ENSG00000131738	0	0
ENSG00000131746	13	43
ENSG00000131747	0	0
ENSG00000131748	0	83
ENSG00000131759	2	11
ENSG00000131771	3	6
ENSG00000131773	0	2
ENSG00000131778	4	0
ENSG00000131779	0	0
ENSG00000131781	262	210
ENSG00000131788	5	24
ENSG00000131791	0	0
ENSG00000131797	0	6
ENSG00000131808	0	0
ENSG00000131828	2	8
ENSG00000131831	4	0
ENSG00000131844	0	0
ENSG00000131845	0	2
ENSG00000131848	21	5
ENSG00000131849	142	50
ENSG00000131864	0	0
ENSG00000131871	0	2
ENSG00000131873	12	0
ENSG00000131876	1	0
ENSG00000131885	0	0
ENSG00000131899	0	14
ENSG00000131910	0	1
ENSG00000131914	1	5
ENSG00000131931	0	0
ENSG00000131941	9	1
ENSG00000131943	2	10
ENSG00000131944	0	1
ENSG00000131951	19	50
ENSG00000131966	20	25
ENSG00000131969	424	182
ENSG00000131979	0	0
ENSG00000131981	7	0
ENSG00000131982	38	15
ENSG00000132000	19	3
ENSG00000132002	132	11
ENSG00000132003	169	171
ENSG00000132004	0	0
ENSG00000132005	4	9
ENSG00000132010	11	0
ENSG00000132016	35	28
ENSG00000132017	25	3
ENSG00000132024	8	0
ENSG00000132026	1	0
ENSG00000132031	1	1
ENSG00000132109	0	22
ENSG00000132122	7	14
ENSG00000132128	172	0
ENSG00000132141	1	0
ENSG00000132153	63	214
ENSG00000132155	319	417
ENSG00000132164	0	0
ENSG00000132170	0	4
ENSG00000132182	0	0
ENSG00000132185	0	0
ENSG00000132196	0	0
ENSG00000132199	491	15
ENSG00000132204	0	0
ENSG00000132205	31	40
ENSG00000132207	0	0
ENSG00000132254	0	0
ENSG00000132256	30	12
ENSG00000132259	0	0
ENSG00000132274	13	10
ENSG00000132275	0	0
ENSG00000132286	6	0
ENSG00000132294	0	1
ENSG00000132297	0	2
ENSG00000132300	95	141
ENSG00000132305	65	335
ENSG00000132313	28	155
ENSG00000132321	35	4
ENSG00000132323	0	14
ENSG00000132326	4	4
ENSG00000132329	0	4
ENSG00000132330	0	0
ENSG00000132334	7	5
ENSG00000132341	0	0
ENSG00000132356	24	5
ENSG00000132357	0	0
ENSG00000132359	0	0
ENSG00000132361	45	69
ENSG00000132376	31	12
ENSG00000132382	144	31
ENSG00000132383	18	16
ENSG00000132386	114	119
ENSG00000132388	0	0
ENSG00000132394	0	0
ENSG00000132405	1	0
ENSG00000132406	0	0
ENSG00000132423	0	0
ENSG00000132424	8	3
ENSG00000132429	2	261
ENSG00000132432	0	2
ENSG00000132434	35	30
ENSG00000132436	0	0
ENSG00000132437	1	2
ENSG00000132446	0	0
ENSG00000132463	35	24
ENSG00000132464	1067	64
ENSG00000132465	0	0
ENSG00000132466	0	0
ENSG00000132467	0	0
ENSG00000132470	17	25
ENSG00000132471	20	7
ENSG00000132475	113	65
ENSG00000132478	23	70
ENSG00000132481	3	13
ENSG00000132485	10	0
ENSG00000132507	22	76
ENSG00000132510	10	2
ENSG00000132514	0	0
ENSG00000132517	6	68
ENSG00000132518	33	1
ENSG00000132522	3223	1207
ENSG00000132530	1	0
ENSG00000132535	1	0
ENSG00000132541	0	0
ENSG00000132549	131	89
ENSG00000132554	2	0
ENSG00000132561	80	64
ENSG00000132563	0	0
ENSG00000132570	7	0
ENSG00000132581	4	2
ENSG00000132589	2	0
ENSG00000132591	0	0
ENSG00000132600	114	2
ENSG00000132603	28	106
ENSG00000132604	12	11
ENSG00000132612	653	834
ENSG00000132613	20	20
ENSG00000132622	24	12
ENSG00000132623	4	0
ENSG00000132631	0	0
ENSG00000132635	1	0
ENSG00000132639	0	1
ENSG00000132640	0	0
ENSG00000132646	4	0
ENSG00000132661	2	0
ENSG00000132664	21	2
ENSG00000132669	0	0
ENSG00000132670	38	1
ENSG00000132671	0	0
ENSG00000132676	100	149
ENSG00000132677	0	0
ENSG00000132680	0	0
ENSG00000132681	1	133
ENSG00000132688	0	18
ENSG00000132692	70	28
ENSG00000132693	0	0
ENSG00000132694	1	0
ENSG00000132698	0	0
ENSG00000132702	1	5
ENSG00000132703	0	0
ENSG00000132704	0	0
ENSG00000132716	42	111
ENSG00000132718	2	3
ENSG00000132740	14	0
ENSG00000132744	0	0
ENSG00000132746	0	8
ENSG00000132749	0	0
ENSG00000132763	2327	877
ENSG00000132768	2	1
ENSG00000132773	29	39
ENSG00000132780	129	242
ENSG00000132781	5	6
ENSG00000132792	0	0
ENSG00000132793	4	25
ENSG00000132801	2	2
ENSG00000132819	4	7
ENSG00000132821	0	0
ENSG00000132823	0	0
ENSG00000132824	6	10
ENSG00000132825	4	8
ENSG00000132832	0	0
ENSG00000132837	1	0
ENSG00000132840	30	2
ENSG00000132842	0	0
ENSG00000132846	49	154
ENSG00000132849	0	0
ENSG00000132854	0	0
ENSG00000132855	167	57
ENSG00000132872	0	0
ENSG00000132874	10	2
ENSG00000132879	0	13
ENSG00000132881	0	0
ENSG00000132906	0	6
ENSG00000132911	1	1
ENSG00000132912	0	0
ENSG00000132915	54	14
ENSG00000132932	0	2
ENSG00000132938	77	18
ENSG00000132950	0	0
ENSG00000132952	0	0
ENSG00000132953	42	63
ENSG00000132958	0	0
ENSG00000132963	1	2
ENSG00000132964	0	0
ENSG00000132965	0	0
ENSG00000132967	0	3
ENSG00000132970	0	4
ENSG00000132972	1	1
ENSG00000132975	0	0
ENSG00000133019	0	1
ENSG00000133020	18	53
ENSG00000133026	871	210
ENSG00000133027	2	0
ENSG00000133028	21	91
ENSG00000133030	38	33
ENSG00000133048	2	19
ENSG00000133055	0	25
ENSG00000133056	2	2
ENSG00000133059	0	0
ENSG00000133063	1	0
ENSG00000133065	5	0
ENSG00000133067	1	1
ENSG00000133069	0	0
ENSG00000133083	1	2
ENSG00000133101	0	0
ENSG00000133103	0	0
ENSG00000133104	6	3
ENSG00000133105	1	2
ENSG00000133106	0	0
ENSG00000133107	6	0
ENSG00000133110	8	0
ENSG00000133111	2	2
ENSG00000133112	49	4
ENSG00000133114	1	0
ENSG00000133115	0	0
ENSG00000133116	0	2
ENSG00000133119	0	0
ENSG00000133121	2	0
ENSG00000133124	0	0
ENSG00000133131	12	1
ENSG00000133134	0	0
ENSG00000133135	1	0
ENSG00000133136	0	0
ENSG00000133138	4	2
ENSG00000133142	42	57
ENSG00000133169	1	1
ENSG00000133193	412	417
ENSG00000133195	3	0
ENSG00000133216	0	0
ENSG00000133226	0	0
ENSG00000133243	195	100
ENSG00000133246	6	25
ENSG00000133247	0	0
ENSG00000133250	0	0
ENSG00000133256	9	21
ENSG00000133265	0	0
ENSG00000133275	2	5
ENSG00000133302	76	25
ENSG00000133313	5	6
ENSG00000133315	10	21
ENSG00000133316	91	39
ENSG00000133317	1	2
ENSG00000133318	10	29
ENSG00000133321	1	0
ENSG00000133328	0	0
ENSG00000133392	2	0
ENSG00000133393	0	0
ENSG00000133398	4	0
ENSG00000133401	561	605
ENSG00000133422	15	11
ENSG00000133424	0	0
ENSG00000133433	0	0
ENSG00000133454	1	2
ENSG00000133460	0	0
ENSG00000133466	0	0
ENSG00000133475	0	0
ENSG00000133477	2	1
ENSG00000133488	0	0
ENSG00000133519	0	0
ENSG00000133561	0	6
ENSG00000133574	0	0
ENSG00000133597	11	2
ENSG00000133606	0	0
ENSG00000133612	2	88
ENSG00000133619	3	0
ENSG00000133624	0	0
ENSG00000133627	0	0
ENSG00000133636	0	0
ENSG00000133639	2	0
ENSG00000133640	0	0
ENSG00000133641	50	26
ENSG00000133657	0	2
ENSG00000133661	7	48
ENSG00000133665	0	0
ENSG00000133678	3	2
ENSG00000133687	0	1
ENSG00000133703	288	203
ENSG00000133704	1	0
ENSG00000133706	0	1
ENSG00000133710	4	6
ENSG00000133731	0	0
ENSG00000133739	0	0
ENSG00000133740	919	273
ENSG00000133742	90	13
ENSG00000133773	8	5
ENSG00000133789	8	6
ENSG00000133794	146	82
ENSG00000133800	20	13
ENSG00000133805	29	39
ENSG00000133808	3	0
ENSG00000133812	158	49
ENSG00000133816	1	1
ENSG00000133818	19	28
ENSG00000133835	0	0
ENSG00000133858	55	15
ENSG00000133863	1	0
ENSG00000133872	0	2
ENSG00000133874	0	0
ENSG00000133878	0	0
ENSG00000133884	0	0
ENSG00000133895	2	0
ENSG00000133935	144	21
ENSG00000133937	0	0
ENSG00000133943	45	64
ENSG00000133958	0	0
ENSG00000133961	588	110
ENSG00000133962	0	0
ENSG00000133980	0	0
ENSG00000133983	0	0
ENSG00000133985	22	0
ENSG00000133997	0	0
ENSG00000134001	154	4
ENSG00000134007	0	0
ENSG00000134013	9	14
ENSG00000134014	38	3
ENSG00000134020	8	10
ENSG00000134028	7	0
ENSG00000134030	0	0
ENSG00000134042	0	0
ENSG00000134046	0	0
ENSG00000134049	2	2
ENSG00000134056	0	0
ENSG00000134057	0	0
ENSG00000134058	0	0
ENSG00000134061	3	11
ENSG00000134070	0	0
ENSG00000134072	244	265
ENSG00000134077	476	526
ENSG00000134086	0	0
ENSG00000134107	13	54
ENSG00000134108	55	7
ENSG00000134109	0	0
ENSG00000134115	0	0
ENSG00000134121	1	2
ENSG00000134138	19	6
ENSG00000134146	1	0
ENSG00000134152	0	2
ENSG00000134153	0	0
ENSG00000134160	0	0
ENSG00000134183	662	81
ENSG00000134184	0	0
ENSG00000134186	0	0
ENSG00000134193	0	0
ENSG00000134198	0	0
ENSG00000134200	0	0
ENSG00000134201	0	2
ENSG00000134202	8	4
ENSG00000134207	1	26
ENSG00000134215	0	0
ENSG00000134216	0	0
ENSG00000134222	10	2
ENSG00000134240	1	0
ENSG00000134242	2	7
ENSG00000134243	0	4
ENSG00000134245	677	598
ENSG00000134247	0	0
ENSG00000134248	15	18
ENSG00000134249	0	0
ENSG00000134250	0	2
ENSG00000134253	54	22
ENSG00000134255	376	92
ENSG00000134256	9	0
ENSG00000134258	0	4
ENSG00000134259	0	0
ENSG00000134262	0	0
ENSG00000134265	0	0
ENSG00000134278	55	8
ENSG00000134283	25	5
ENSG00000134285	2	0
ENSG00000134287	0	0
ENSG00000134291	0	0
ENSG00000134294	0	0
ENSG00000134297	0	5
ENSG00000134308	6	9
ENSG00000134313	2	1
ENSG00000134317	0	0
ENSG00000134318	16	10
ENSG00000134321	6	0
ENSG00000134323	0	0
ENSG00000134324	0	1
ENSG00000134326	1	4
ENSG00000134330	1095	428
ENSG00000134333	0	0
ENSG00000134339	0	0
ENSG00000134343	117	0
ENSG00000134352	0	0
ENSG00000134363	5	199
ENSG00000134365	0	0
ENSG00000134369	65	33
ENSG00000134371	0	2
ENSG00000134375	0	0
ENSG00000134376	1	1
ENSG00000134389	0	1
ENSG00000134398	8	5
ENSG00000134419	0	0
ENSG00000134438	0	0
ENSG00000134440	0	0
ENSG00000134443	0	0
ENSG00000134444	2	0
ENSG00000134452	35	16
ENSG00000134453	0	59
ENSG00000134460	0	0
ENSG00000134461	1	0
ENSG00000134463	0	0
ENSG00000134470	6	2
ENSG00000134480	268	119
ENSG00000134489	0	0
ENSG00000134490	120	19
ENSG00000134504	4	0
ENSG00000134508	179	11
ENSG00000134516	0	0
ENSG00000134531	0	0
ENSG00000134532	0	0
ENSG00000134533	25	2
ENSG00000134538	0	0
ENSG00000134539	74	0
ENSG00000134545	0	0
ENSG00000134548	0	8
ENSG00000134551	0	0
ENSG00000134569	3	2
ENSG00000134571	2	5
ENSG00000134574	61	47
ENSG00000134575	95	55
ENSG00000134588	0	0
ENSG00000134590	0	1
ENSG00000134594	0	0
ENSG00000134595	0	0
ENSG00000134597	1	0
ENSG00000134602	11	0
ENSG00000134612	0	0
ENSG00000134627	0	5
ENSG00000134640	2	0
ENSG00000134644	0	1
ENSG00000134668	2	0
ENSG00000134684	48	31
ENSG00000134686	22	13
ENSG00000134690	0	2
ENSG00000134697	0	0
ENSG00000134698	0	0
ENSG00000134709	0	0
ENSG00000134716	0	1
ENSG00000134717	0	1
ENSG00000134744	54	115
ENSG00000134748	180	247
ENSG00000134755	3	0
ENSG00000134757	0	0
ENSG00000134758	14	2
ENSG00000134759	21	2
ENSG00000134760	12	0
ENSG00000134762	1	0
ENSG00000134765	2	7
ENSG00000134769	0	5488
ENSG00000134775	23	14
ENSG00000134779	203	383
ENSG00000134780	0	0
ENSG00000134802	0	4
ENSG00000134809	0	0
ENSG00000134812	17	14
ENSG00000134815	0	2
ENSG00000134817	0	0
ENSG00000134824	14	20
ENSG00000134825	0	0
ENSG00000134827	5	3
ENSG00000134830	1	0
ENSG00000134851	262	199
ENSG00000134852	1963	512
ENSG00000134853	10	0
ENSG00000134864	59	41
ENSG00000134871	57	82
ENSG00000134873	56	24
ENSG00000134874	6	16
ENSG00000134882	0	0
ENSG00000134884	0	0
ENSG00000134897	1	4
ENSG00000134899	6	22
ENSG00000134900	0	0
ENSG00000134901	0	0
ENSG00000134905	99	95
ENSG00000134909	6	1
ENSG00000134910	11	7
ENSG00000134917	2	0
ENSG00000134940	27	0
ENSG00000134954	0	2
ENSG00000134955	44	41
ENSG00000134962	135	120
ENSG00000134970	22	15
ENSG00000134982	0	0
ENSG00000134986	13	0
ENSG00000134987	0	0
ENSG00000134996	0	0
ENSG00000135002	4	0
ENSG00000135018	4	2
ENSG00000135040	6	12
ENSG00000135045	0	1
ENSG00000135046	0	0
ENSG00000135047	0	0
ENSG00000135048	0	0
ENSG00000135049	0	0
ENSG00000135052	383	216
ENSG00000135063	0	24
ENSG00000135069	0	0
ENSG00000135070	4	1
ENSG00000135074	17	0
ENSG00000135077	4	0
ENSG00000135083	0	1
ENSG00000135090	21	2
ENSG00000135093	18	15
ENSG00000135094	9	10
ENSG00000135097	0	0
