Name	Control_P0_1	Control_P0_2	Control_P0_3	Heat_P0_1	Heat_P0_2	Heat_P0_3	log2Fold_change	qvalue
F54H12.8	0.387508538	0.421785309	0.282977702	0.524780341	0.233158584	0.319709716	0.101668101	1
R13H4.2	347.9207399	373.2081675	371.8199525	350.6633388	310.8431201	340.8335892	-0.011889897	1
spin-1	43.69718722	35.80255054	32.07307567	14.19724047	11.65875418	8.9069047	-1.566087144	6.46E-05
ssp-10	371.2514538	386.0937267	306.3729749	235.7136495	205.6094636	159.3200708	-0.705556923	0.199679187
R106.4	0	0	0	0	0	0	NA	NA
21ur-4562	0	0	0	0	0	0	NA	NA
F55C10.8	0	0	0	0	0	0	NA	NA
F59D12.5	3.019669479	2.613085839	2.658915796	1.840736405	1.536537639	3.918335533	-0.082357366	1
sel-2	1.180004443	1.481582162	1.172552181	1.567263702	1.289618088	1.528564276	0.310598408	0.808123295
ant-1.3	55.88939073	36.81621577	27.59655707	33.28815996	33.66996902	19.03397238	-0.367127408	0.890285812
21ur-1996	0	0	0	0	0	0	NA	NA
pqn-88	0.868669029	1.34856239	1.855911185	1.151476344	1.731562598	2.034141716	0.37761237	0.890285812
Y38C1AB.1	0.026391624	0.02626384	0.017620531	0	0	0	#NAME?	0.994395943
21ur-3355	0	0	0	0	0	0	NA	NA
21ur-15491	0	0	0	0	0	0	NA	NA
lido-6	0.043216284	0.086014076	0.100987667	0.055082642	0	0.173624964	0.086235749	1
21ur-1878	0	0	0	0	0	0	NA	NA
21ur-15104	0	0	0	0	0	0	NA	NA
mrps-18.C	59.16926683	68.22144963	79.63598902	55.83806152	54.54000537	58.05451854	-0.186758361	0.943605056
21ur-15269	0	0	0	0	0	0	NA	NA
nex-3	3.652999118	5.258218957	4.485921175	3.602889819	2.610461795	4.742317073	-0.177183516	0.984843983
C31G12.4	0.192149729	0.149649942	0.128289954	0.159724134	0.217626094	0.0958978	0.127298138	1
W03G11.20	0	0	0	0	0	0	NA	NA
pap-1	0.811622898	1.279721612	1.576392854	1.28973992	0.823728036	2.214172014	0.343259472	0.971967424
21ur-3797	0	0	0	0	0	0	NA	NA
T10B10.t1	0	0	0	0	0	0	NA	NA
21ur-6515	0	0	0	0	0	0	NA	NA
T08B2.4	2.01675993	2.179023247	3.88562072	0.734435232	0.717876994	1.587428241	-1.314140368	0.16279932
21ur-5588	0	0	0	0	0	0	NA	NA
21ur-2729	0	0	0	0	0	0	NA	NA
ZC190.12	0	0	0	0	0	0	NA	NA
F08D12.7	15.55273278	14.31355892	9.164662909	10.98383849	11.99108267	10.66921355	-0.096902998	1
Y113G7A.t4	0	0	0	0	0	0	NA	NA
21ur-7899	0	0	0	0	0	0	NA	NA
M05D6.1	0.401123522	0.418189981	0.280565579	0.608647983	0.908613774	0.460441893	0.967670622	0.242707763
R144.18	28.64622267	46.52951896	27.25980024	29.65719415	30.57969532	31.37060572	-0.038601712	1
21ur-5977	0	0	0	0	0	0	NA	NA
21ur-5621	0	0	0	0	0	0	NA	NA
21ur-4963	0	0	0	0	0	0	NA	NA
C23G10.14	0	0.03406498	0.022854352	0.087259632	0.077538469	0.078585557	2.22891675	0.757142552
srw-138	0	0	0	0	0	0	NA	NA
scav-5	2.974439226	2.255266636	2.346975954	2.232026628	1.852115352	1.670199174	-0.284396333	0.87024552
21ur-6585	0	0	0	0	0	0	NA	NA
21ur-5876	0	0	0	0	0	0	NA	NA
Y50D4C.6	5.274396733	8.961466474	11.48776653	5.738842746	6.010132971	7.494137977	-0.309633383	0.807355919
C13G3.4	0	0	0	0	0	0	NA	NA
K09H9.1	0.018438948	0.036699339	0	0.047003855	0.041767389	0.02116571	1.146441414	0.971353047
F32B5.16	0	0	0	0	0	0	NA	NA
21ur-2200	0	0	0	0	0	0	NA	NA
C10A4.13	1.819633019	3.259480757	1.21488923	0.695780746	1.648712713	1.253232822	-0.679835735	0.891301275
21ur-7824	0	0	0	0	0	0	NA	NA
T05B11.1	7.44966423	6.102903455	7.227144621	6.006631008	10.55838565	12.09469136	0.568110443	0.417239033
21ur-8408	0	0	0	0	0	0	NA	NA
C33B4.7	0	0	0	0	0	0	NA	NA
Y39B6A.t7	0	0	0	0	0	0	NA	NA
21ur-12405	0	0	0	0	0	0	NA	NA
21ur-3296	0	0	0	0	0	0	NA	NA
C32B5.6	0.844225087	0.440072014	0.617333248	0.358677672	0.136593931	0.461461698	-0.891673845	0.608990669
21ur-9114	0	0	0	0	0	0	NA	NA
21ur-6661	0	0	0	0	0	0	NA	NA
21ur-5148	0	0	0	0	0	0	NA	NA
T28B8.4	0.09219474	0.069728744	0.118184424	0.122210023	0.133655644	0.06349713	0.29964004	0.99737167
fbxa-3	0.258709729	0.280862287	0.329755648	0.269792534	0.186461557	0.323964947	-0.048183212	1
21ur-2394	0	0	0	0	0	0	NA	NA
21ur-3306	0	0	0	0	0	0	NA	NA
C35C5.9	31.03140017	51.18886447	62.8305152	20.63583872	17.57286477	22.84347957	-1.137677761	0.058134625
F09B12.8	0	0	0	0.117509637	0	0	Inf	1
iars-2	1.58800929	1.87087258	1.492899927	2.223727686	2.234082134	3.040799721	0.711890307	0.213478758
F33D11.2	0.459747704	0.530725147	0.564794248	1.125092271	1.103892089	0.823267306	1.088275251	0.125667113
F44A2.11	0	0	0	0	0	0	NA	NA
21ur-6152	0	0	0	0	0	0	NA	NA
selt-1.1	55.44766064	80.53707116	90.52862018	66.95667367	67.02184277	56.14991111	-0.137782286	0.971967424
Y42A5A.5	1.521213204	3.578185542	6.370879121	2.379570153	2.897612593	4.286056252	-0.160784754	1
zig-6	9.011657952	5.442857895	4.938225976	6.573797326	8.312823012	6.766087586	0.269324045	0.818704113
K07F5.15	127.3151733	134.0959438	157.0213957	133.6304905	110.9119955	113.3026907	-0.113711794	1
Y37A1B.4	0	0	0	0.141011565	0.062651083	0.126994259	Inf	0.483837221
21ur-14844	0	0	0	0	0	0	NA	NA
21ur-10542	0	0	0	0	0	0	NA	NA
21ur-10186	0	0	0	0	0	0	NA	NA
21ur-14673	0	0	0	0	0	0	NA	NA
F47G4.5	1.008892613	0.734639791	0.575018746	0.282274039	0.222957591	0.282460541	-1.445522313	0.094576908
ZK816.7	0	0	0	0	0	0	NA	NA
C54G4.16	0	0	0	0	0	0	NA	NA
21ur-15113	0	0	0	0	0	0	NA	NA
fkb-5	162.9208102	89.47895349	88.0249494	32.48124158	42.20092832	12.81722096	-1.843778466	0.028017527
str-207	0	0	0	0	0	0	NA	NA
C27H5.2	0.513249066	0.610079216	0.74246014	1.253839943	1.146450232	0.850992459	0.915605981	0.212036919
21ur-11419	0	0	0	0	0	0	NA	NA
F59A1.12	0	0	0	0	0.024170943	0	Inf	1
21ur-15094	0	0	0	0	0	0	NA	NA
21ur-13215	10.8658086	6.881126043	7.914135555	16.36741375	12.30646275	22.67754631	1.104271196	0.355837319
arid-1	0.695212488	0.994940982	0.778025455	1.189911663	1.162334569	2.485265089	1.080850776	0.268199176
21ur-5183	0	0	0	0	0	0	NA	NA
21ur-2323	0	0	0	0	0	0	NA	NA
21ur-4403	0	0	0	0	0	0	NA	NA
21ur-8025	0	0	0	0	0	0	NA	NA
C07A12.13	0	0	0	0	0	0	NA	NA
T26H8.4	0	0	0	0.030495581	0.027098219	0	Inf	0.966516206
dsh-2	4.721947685	5.278548004	5.661383811	4.847272534	4.183608509	8.041577276	0.230690172	0.93629722
F44C4.11	0	0	0	0	0	0	NA	NA
R160.10	0.363926604	0.362164529	0.6317424	0.092770766	0.164871271	0.16709771	-1.575223693	0.554438057
pqn-70	9.206140014	16.10524707	17.36367881	14.35608439	15.28090983	24.69697243	0.457510392	0.705848901
21ur-10865	0	0	0	0	0	0	NA	NA
21ur-10505	0	0	0	0	0	0	NA	NA
21ur-9634	0	0	0	0	0	0	NA	NA
Y24D9B.1	5.910670014	3.971321382	2.471671192	6.65390323	5.230398951	2.895399968	0.37936349	0.876533704
D1022.3	0.730811961	1.202798455	1.032161988	0.573217742	0.413853699	0.77435524	-0.638121574	0.609020584
zfp-1	5.046041146	5.834196649	4.630871888	4.174684479	4.010943953	5.507905597	-0.066445357	1
Y58A7A.10	0	0	0	0	0	0	NA	NA
21ur-3882	0	0	0	0	0	0	NA	NA
Y54G9A.17	0	0.095130775	0.191471021	0	0.324804002	0.109730063	0.706502964	1
21ur-13359	0	0	0	0	0	0	NA	NA
C41G11.16	0	0	0	0	0	0	NA	NA
sdz-20	0.024962475	0	0.049999051	0	0.056544299	0.057307879	0.673723453	1
gasr-8	0.050471573	0.050227197	0.022465105	0	0.114326794	0.115870675	1.012526438	0.797850954
F32G8.2	0.024607137	0.012243997	0.016429107	0	0	0	#NAME?	0.815679823
K08C7.4	1.028325942	1.02334695	0.544519583	0.542352172	0.401609507	0.122109865	-1.154056665	0.282967007
21ur-2555	0	0	0	0	0	0	NA	NA
H04M03.11	0.117196703	0.174943882	0.13693243	0.074688329	0.331838364	0.168159771	0.539350763	0.966516206
Y22D7AL.9	0.280880031	0.394616547	0.24268755	0.473829182	0.580102621	0.493107936	0.874102967	0.206441078
C23G10.5	0	0.048802312	0.065483391	0.093757689	0.166625221	0.140729454	1.925189562	0.482175364
21ur-11618	0	0	0	0	0	0	NA	NA
R13D11.4	17.81312271	14.35466691	13.54400351	16.80932558	15.87022469	22.44476355	0.378526041	0.673799995
F09E5.12	1.016203999	1.472956693	1.135707951	0.732088794	0.82567322	0.456449015	-0.724609548	0.421662034
F20D6.15	0	0	0	0	0	0	NA	NA
21ur-2631	0	0	0	0	0	0	NA	NA
gip-2	1.602295825	2.236633504	1.945712176	1.699595063	1.449354372	3.172387699	0.237138946	0.969501952
mir-63	0	0	0	0	0	0	NA	NA
C52E4.7	6.01691985	6.374095703	4.616579074	8.380292546	6.897114849	5.625622891	0.417653899	0.651479294
21ur-10342	0	0	0	0	0	0	NA	NA
ugt-62	26.34568664	19.29819559	16.34026014	7.819250293	6.565409553	6.012533659	-1.489398811	0.000542599
crn-3	0.838613478	1.283322134	1.59520238	1.310891261	1.066287026	2.152291151	0.390803613	0.873057452
21ur-4674	0	0	0	0	0	0	NA	NA
21ur-12061	0	0	0	0	0	0	NA	NA
W06D12.8	2.689013239	3.440563021	1.795336306	1.958493953	0.435076966	1.763809157	-0.810577664	0.889882881
21ur-1678	0	0	0	0	0	0	NA	NA
21ur-15396	0	0	0	0	0	0	NA	NA
Y45F10D.15	0.11188682	0.022269016	0.014940385	0	0.050688579	0	-1.444799403	1
Y53F4B.36	0.696101222	0.484911567	0.35631315	0.650640609	0.762114685	0.532694041	0.454937164	0.782823424
ZK380.t2	130.1461359	138.5651409	124.8373574	277.7976115	449.6073445	567.8861442	1.827355127	0.001147639
21ur-5774	0	0	0	0	0	0	NA	NA
ZK84.1	127.5580897	112.663424	45.16418879	120.2752162	145.5739318	76.0956094	0.385743082	0.791801425
F47A4.6	0	0	0	0	0	0	NA	NA
smr-1	82.91764396	91.08890599	96.23643794	75.83043774	74.33289962	90.31805265	-0.057792338	1
spe-41	2.294084334	1.843942751	1.184090677	1.506982374	1.708847598	0.901410762	-0.24996737	0.982283493
rig-1	0.648840624	0.911575115	1.197677368	0.4986322	0.561957737	0.317631686	-0.88586252	0.15786391
K10C3.5	1.476766281	1.804791593	1.435713808	1.485993018	1.613878337	2.141243756	0.265185132	0.871124041
sma-3	1.491729607	1.973520921	1.312327046	1.409220903	1.5702524	1.692182389	0.085845323	1
cdt-1	0.57537593	0.873953235	0.943534409	0.913487326	0.903181672	1.599015309	0.621255146	0.498698026
asm-3	0.401728839	0.496701	0.447027903	0.263776034	0.372266559	1.313540974	0.634478671	0.924265314
21ur-5945	0	0	0	0	0	0	NA	NA
21ur-9384	0	0	0	0	0	0	NA	NA
F40H6.5	0.005364318	0	0	0.006837256	0	0.006157596	1.365727516	1
21ur-15242	0	0	0	0	0	0	NA	NA
F13H6.17	0	0	0	0	0	0	NA	NA
W04G3.11	2.210406668	1.35366414	0.681134617	0.939113904	0.834491885	0.910819483	-0.546903161	0.898188509
21ur-9378	0	0	0	0	0	0	NA	NA
DY3.10	0.12884358	0	0	0	0	0	#NAME?	1
K07F5.7	0	0	0	0	0	0.058793639	Inf	1
nlp-69	6.868813384	9.022933487	9.355451632	5.077817103	5.601255773	6.38650766	-0.45332343	0.645095888
K10C2.11	0	0	0	0	0	0	NA	NA
Y58A7A.4	0.015280896	0	0.005101192	0.204505722	0.147108897	0.140325148	4.684377749	1.60E-06
tin-44	1.801692975	2.229097169	2.492519218	1.758506894	1.397148566	3.316458063	0.093123597	1
H20J04.4	1.710016572	1.5708341	0.860668515	2.179554146	2.21980296	3.080234888	0.967422183	0.045677934
21ur-7163	0	0	0	0	0	0	NA	NA
21ur-15490	0	0	0	0	0	0	NA	NA
21ur-4437	0	0	0	0	0	0	NA	NA
C56C10.4	9.655530165	8.492921332	6.051461759	6.987059508	8.889680708	4.04007638	-0.160322203	1
T09B9.9	0	0	0	0	0	0	NA	NA
bub-3	126.9151714	133.0417713	165.5929337	122.770243	99.05336574	143.0300533	-0.114328573	1
21ur-13748	0	0	0	0	0	0	NA	NA
C06H5.11	0	0	0	0	0	0	NA	NA
F55A3.2	0.946961473	0.76456956	0.596457245	0.967860384	1.011806897	1.271583346	0.605296712	0.381788238
F59E11.6	0.744172786	0.647998417	0.351936521	2.055101278	1.474969445	0.391518176	1.298122191	0.517410492
21ur-14079	0	0	0	0	0	0	NA	NA
set-28	0	0.02855239	0.153247438	0.109708167	0	0	-0.617494486	1
let-418	2.100830952	2.259867077	2.222517029	3.481945397	2.98277356	4.155071736	0.800747202	0.132852284
fbxb-9	0.103203067	0	0	0	0	0	#NAME?	1
set-16	0.801491022	0.733690337	0.639534177	0.665619007	0.876128333	0.913604703	0.286353358	0.814375849
21ur-9154	0	0	0	0	0	0	NA	NA
C02B10.73	0	0	0	0	0	0	NA	NA
21ur-641	0	0	0	0	0	0	NA	NA
21ur-14070	0	0	0	0	0	0	NA	NA
21ur-10016	0	0	0	0	0	0	NA	NA
21ur-14789	0	0	0	0	0	0	NA	NA
M03A1.11	0	0	0	0	0	0	NA	NA
srx-20	0	0	0	0	0	0	NA	NA
hop-1	4.718881172	7.858667626	12.89813039	6.284637977	5.759013209	9.374228055	-0.147256618	1
C18F3.11	0	0	0	0	0	0	NA	NA
F53F4.25	1.96708604	1.601641407	2.029702869	3.418922633	1.822822461	1.436896253	0.369664521	1
F43E2.6	1.095383045	1.226339295	0.731339259	1.745192631	2.79138489	1.257368904	1.047960537	0.235725408
W06G6.20	0.177297576	0.617536953	0.355121467	0.338970107	0.803219014	0.814065765	0.890132754	0.775048164
K02F3.2	20.83109755	17.3717067	13.32527312	18.13323679	16.73917437	19.40313762	0.188090334	0.932775439
fbxb-71	0	0	0	0	0	0.042672802	Inf	0.971967424
21ur-7446	0	0	0	0	0	0	NA	NA
T25D10.7	0	0	0	0	0	0	NA	NA
B0563.9	0	0.095571195	0.192357461	0	0.108769241	0.551190362	1.279385106	0.994395943
21ur-8079	0	0	0	0	0	0	NA	NA
ttbk-7	0.400459776	0.7350495	0.445615741	0.703243002	0.6551352	0.623121768	0.450249151	0.699650573
mett-10	1.462892554	1.892552297	2.656649171	2.051032102	1.723125698	2.905060851	0.256710155	0.969501952
21ur-10809	0	0	0	0	0	0	NA	NA
21ur-9908	0	0	0	0	0	0	NA	NA
R13H7.2	0	0	0.033346077	0.063658913	0.037711326	0.114661751	2.763214306	0.403976051
21ur-5677	0	0	0	0	0	0	NA	NA
21ur-10755	0	0	0	0	0	0	NA	NA
srh-71	0.039625246	0.098583468	0.079368122	0.202022299	0.157076498	0.159197675	1.375210297	0.490352345
21ur-15059	0	0	0	0	0	1.133877315	Inf	1
21ur-11716	0	0	0	0	0	0	NA	NA
R186.10	0	0	0	0	0	0	NA	NA
21ur-11435	0	0	0.659511296	1.259031827	3.356308023	0	2.895343745	0.852102995
21ur-10161	0	0	0	0	0	0	NA	NA
F19B10.11	0	0	0	0	0	0.0313721	Inf	0.971967424
21ur-11104	0	0	0	0	0	0	NA	NA
C34B4.12	0	0	0	0	0	0	NA	NA
T19E7.27	0	0	0	0	0	0	NA	NA
21ur-6239	0	0	0	0	0	0	NA	NA
sup-18	0.763576064	0.802094447	0.764709417	0.324413109	0.552521055	0.365205884	-0.793551465	0.45913803
C05D12.8	0	0	0	0	0	0	NA	NA
21ur-7361	0	0	0	0	0	0	NA	NA
F33D4.13	0	0	0	0	0	0	NA	NA
21ur-9463	0	0	0	0	0	0	NA	NA
21ur-6362	0	0	0	0	0	0	NA	NA
his-13	0	0	0.033697657	0	0	0	#NAME?	1
21ur-7976	0	0	0	0	0	0	NA	NA
21ur-2734	0	0	0	0	0	0	NA	NA
F10E9.20	0	0	0	0	0	0	NA	NA
B0361.6	5.345592094	7.098998108	6.175740344	8.580683929	6.984190661	13.29837643	0.743125606	0.250197732
Y105C5A.1272	4.185155944	3.440563021	5.224023688	5.682209429	6.388761762	5.848419837	0.586100068	0.595397342
21ur-10629	0	0	0	0	0	0	NA	NA
B0041.9	0	0	0	0.489623488	0	0	Inf	1
C14C10.2	1.191933	1.248591419	1.689332867	1.279338792	1.065763132	2.376341672	0.29448611	0.966516206
21ur-14826	0	0	0	0	0	0	NA	NA
C06A1.8	0.285465364	0.757555161	0.635309047	0.363848647	0.538856793	0.764586997	0.105055361	1
D1014.5	0.417915715	0.226850309	0.120487641	0.835319193	0.925136186	0.447009326	1.646773395	0.029118662
21ur-6428	0	0	0	0	0	0	NA	NA
21ur-4095	0	0	0	0	0	0	NA	NA
21ur-11448	0	0	0	0	0	0	NA	NA
21ur-8654	0	0	0	0	0	0	NA	NA
21ur-1740	0	0	0	0	0	0	NA	NA
nhr-195	0.201396276	0.133614098	0.22410578	0.057043513	0.050688579	0.077059623	-1.496748607	0.47090022
ZK430.7	22.74827508	24.75659055	24.5145536	19.923825	20.81916609	23.9541138	-0.043233756	1
K02D10.2	0.331901063	0.6605881	0.369326326	0.705057823	1.190370579	0.952456945	1.188689175	0.288305461
Y53F4B.61	0	0	0	0	0	0	NA	NA
C46C2.2	12.50203139	14.69998711	13.76998825	2.892631664	4.073522917	2.513681956	-1.994873582	1.91E-07
clec-48	102.2803288	81.31268507	66.99774537	56.49221067	54.0171023	49.37296223	-0.534145934	0.468275095
aat-6	10.29863204	9.532812379	8.94851358	1.375474077	1.327864959	0.779950292	-2.928741522	2.13E-14
tbcb-1	12.38616285	18.4892865	22.32015622	12.64505878	11.16823655	19.70481578	-0.182787916	0.966516206
21ur-12674	0	0	0	0	0	0	NA	NA
21ur-13631	0	0	0	0	0	0	NA	NA
F10C1.15	0	0	0	0	0	0	NA	NA
21ur-6652	0	0	0	0	0	0	NA	NA
21ur-14110	0	0	0	0	0	0	NA	NA
ZK1307.7	0.140583093	0.1243577	0.125148228	0.099546944	0.212296592	0.017930289	-0.120019256	1
21ur-8231	0	0	0	0	0	0	NA	NA
21ur-13398	0	0	0	0	0	0	NA	NA
F35C12.4	0	0	0	0	0	0	NA	NA
ZK643.13	0	0	0	0	0	0	NA	NA
T19B4.3	200.3748575	173.988902	148.6240618	106.2798856	107.1552463	95.92845932	-0.643114264	0.289800118
T02E9.12	0	0	0	0	0	0	NA	NA
dog-1	1.328110198	1.412588883	1.454410074	1.621131428	1.329107073	2.355330521	0.446636073	0.633557997
srw-66	0.214406371	0.213368249	0.071574869	0.159412298	0.161889104	0.082037635	-0.179122274	1
21ur-4881	0	0	0	0	0	0	NA	NA
R11E3.16	0	0	0	0	0	0	NA	NA
21ur-3041	0	0	0	0	0	0	NA	NA
21ur-14547	0	0	0	0	0	0	NA	NA
sre-10	0	0	0	0	0	0	NA	NA
T13B5.11	0	0	0	0	0	0	NA	NA
trx-3	95.97820301	72.10035212	34.40657989	12.02810909	18.42099456	13.57800257	-2.083973191	0.042679739
phat-5	0.304242641	0.467916571	0.295461061	0.070505782	0.313255415	0.698468426	0.125648862	1
F13D11.13	0	0	0	0	0	0	NA	NA
lcmt-1	39.68652303	29.09026938	27.24334537	27.31043589	24.22102127	28.32656383	-0.155618779	1
T27B1.5	0	0	0	0	0	0	NA	NA
21ur-15207	0	0	0	0	0	0	NA	NA
C31H2.5	0	0	0	0	0	0	NA	NA
C42C1.12	15.0392669	16.05596077	28.27654683	12.48539895	11.35550881	18.51999615	-0.386375953	0.787578137
C50D2.10	11.53427723	11.74537031	12.51650102	6.761869208	8.877820502	7.697658498	-0.505680745	0.511354634
21ur-5362	0	0	0	0	0	0	NA	NA
ddx-27	7.222959501	6.72304612	5.440076962	6.169255952	6.16986173	7.786979076	0.166074372	0.966516206
sri-33	0	0	0	0	0.02409657	0	Inf	1
21ur-9413	0	0	0	0	0	0	NA	NA
C46C11.4	0	0	0	0.044176555	0	0.019892584	Inf	0.790582612
Y51B9A.9	0.12670743	0.306228122	0.290046853	0.346068958	0.102505044	0.124667139	-0.208762057	1
C36E8.11	0	0	0	0	0	0	NA	NA
C05D9.3	53.45772816	48.9468777	31.64098771	38.70335102	39.36009966	33.5456534	-0.146159385	1
M117.4	1.115931803	1.214316361	0.731132432	1.342587484	1.216640565	0.82603732	0.26840834	0.884877298
21ur-14153	0	0	0	0	0	0	NA	NA
Y16B4A.2	4.640653349	6.744267384	4.977449501	2.270566648	2.513867464	1.666726229	-1.220429299	0.003935138
21ur-6232	0	0	0	0	0	0	NA	NA
K05F1.8	2.80085285	2.177571533	2.162195262	1.450277168	2.180892133	1.707992412	-0.308754627	0.980544079
21ur-15190	0	0	0	0	0	0	NA	NA
21ur-15367	0	0	0	0	0	0	NA	NA
C32A9.3	0	0	0	0	0	0	NA	NA
C34D10.1	9.36492683	10.9229525	11.51903711	21.47688272	21.8594495	20.65197906	1.121730521	0.015886086
Y53F4B.26	0	0	0	0	0	0	NA	NA
twk-45	0.478703456	0.277891629	0.21307288	0.355918613	0.384039091	0.274747196	0.179042776	1
21ur-9581	0	0	0	0	0	0	NA	NA
Y49G5B.2	0	0	0	0	0	0	NA	NA
T04F3.8	0	0	0	0	0	0	NA	NA
sqst-2	1.878040993	3.171547806	2.298790403	4.170866752	2.803829336	3.037671326	0.568923491	0.526333647
M199.134	1.024385996	1.529139121	0.569948034	0.435220878	0.676786391	0.489946988	-0.835694199	0.78115525
C29E4.12	36.47612979	45.89521682	60.39671338	35.65716743	38.15106092	45.87521982	-0.146763921	0.971967424
F47C8.5	0	0	0	0	0	0	NA	NA
rab-6.1	70.99218726	115.5761947	192.5965076	70.80526075	79.94856052	85.80589062	-0.574827954	0.675491798
osm-11	540.1398654	751.9622107	738.0452072	1180.183302	1508.159954	1914.062489	1.291505062	0.001785893
21ur-4383	0	0	0	0	0	0	NA	NA
lin-53	23.42363959	30.86629505	35.34223214	27.19870191	29.26465065	35.90701919	0.153099866	1
21ur-13118	0	0	0	0	0	0	NA	NA
21ur-13237	0	0	0	0	0	0	NA	NA
21ur-4823	0	0	0	0	0	0	NA	NA
21ur-13844	0	0	0	0	0	0	NA	NA
mir-86	0	0	0	1.201803108	1.067916189	1.082337437	Inf	0.791801425
21ur-11523	0	0	0	0	0	0	NA	NA
21ur-1067	0	0	0	0	0	0	NA	NA
21ur-12298	0	0	0	0	0	0	NA	NA
hpo-7	0	0	0	0	0	0	NA	NA
lips-6	0.040084669	0.079781172	0.120432498	0	0.068099003	0.046012413	-0.971461617	0.920677907
21ur-2949	0	0	0	0	0	0	NA	NA
21ur-13370	0	0	0	0	0	0	NA	NA
21ur-2565	0	0	0	0	0	0	NA	NA
W04E12.9	0.213225719	0.151566653	0.040674705	0	0.034499495	0	-3.42591486	0.377111279
nfyc-1	16.31932389	32.70396071	61.30702844	21.33154078	20.77072229	32.53369162	-0.462622336	0.877233908
sft-4	138.7646904	139.4541875	103.3582308	100.7180173	85.77902338	91.47697995	-0.340440103	0.780618661
21ur-6044	0	0	0	0	0	0	NA	NA
Y75B12B.3	10.84501279	6.374095703	10.39945181	10.66863811	8.985484285	11.69683967	0.28526936	0.905223026
F11A5.5	0.416010904	0.244634381	0.416628376	0.241017943	0.257000797	0.173647574	-0.574862274	0.780633552
Y17G9A.2	0	0.05710478	0.325650806	0.146277557	0.162476875	0.098802588	0.184140347	1
fem-3	1.166574543	2.891761558	2.945547384	1.811306524	1.345268655	4.090305898	0.156209024	1
21ur-5586	0	0	0	0	0	0	NA	NA
pdi-3	884.1221006	876.0700696	758.6106235	845.1682402	952.9626912	708.6292655	0.109338659	1
21ur-13188	0	0	0	0	0	0	NA	NA
W03G11.14	0	0	0	0	0	0	NA	NA
R102.1	0.164633464	0.218448446	0.109918549	0.769408339	0.372923114	0.251972737	1.63137535	0.357822608
21ur-3074	0	0	0	0	0	0	NA	NA
Y40H7A.10	3.13569318	3.860631762	5.04602829	3.458677548	3.005066485	6.483536858	0.207175827	1
snx-13	1.584253283	1.404143858	1.27258922	1.987707765	2.018590983	3.608652506	0.944037745	0.140128888
21ur-10093	0	0	0	0	0	0	NA	NA
21ur-5932	0	0	0	0	0	0	NA	NA
B0034.2	0.51859541	0.172028151	0.115414477	0	0	0	#NAME?	0.799806105
21ur-14362	0	0	0	0	0	0	NA	NA
ech-9	0.145061653	0.112279446	0.107612566	0.123261857	0.146039821	0.074005979	0.027962	1
21ur-1107	0	0	0	0	0	0	NA	NA
C14E2.1	0	0	0	0	0	0	NA	NA
K03C7.14	0	0	0	0.078223871	0	0	Inf	1
ZK1290.7	0.068916334	0.068582652	0.030674944	0.14639905	0.286196808	0.158215439	1.935240891	0.201142321
C05E11.12	0	0	0	0	0	0	NA	NA
21ur-8605	0	0	0	0	0	0	NA	NA
F55D10.4	0.875550693	1.005359324	0.854366906	0.429215396	0.381398639	0.283469329	-1.202803974	0.119213037
21ur-2600	0	0	0	0	0	0	NA	NA
Y74C9A.6	0.254525355	0	0.424838565	0	0.144135927	0	-2.145254971	0.890285812
21ur-11646	0	0	0	0	0	0	NA	NA
C09B7.3	0	0	0	0	0	0	NA	NA
F28B4.7	0	0	0	0	0	0	NA	NA
T05C12.8	0.484581516	0.185475095	0.373308281	0.213797857	0.189979699	0.256726939	-0.561765358	0.811561605
cutl-7	0	0	0.007878121	0	0.026728278	0	1.847693846	1
F41E6.18	14.24202321	22.80014898	15.40008094	20.32302867	19.11091807	12.97189496	0.124096263	1
del-1	0.082357584	0.051224263	0.068733187	0.078728541	0.023319262	0.059085418	-0.221638409	1
chhy-1	0.361547999	0.55468772	0.784516705	0.211210132	0.221803943	0.449598413	-0.844637003	0.436074665
21ur-15134	0	0	0	0	0	0	NA	NA
21ur-13624	0	0	0	0	0	0	NA	NA
21ur-9967	0	0	0	0	0	0	NA	NA
21ur-418	0	0	0	0	0	0	NA	NA
F21D9.4	2.170864509	1.066841247	0.644173824	0.956473791	1.244522484	0.738338717	-0.287225464	1
ift-20	0.106378546	0.052931739	0.10653644	0.067794021	0.060241426	0.061054932	-0.389753893	1
21ur-3670	0	0	0	0	0	0	NA	NA
unc-50	65.39110341	61.06429733	46.62439131	45.64198822	46.46967752	40.94723841	-0.263116379	0.89996038
C06C3.10	0.784130518	0.709394437	0.523529586	1.908017305	1.453246773	0.490957188	1.05866965	0.544467961
21ur-10814	0	0	0	0	0	0	NA	NA
scm-1	61.09660943	58.62089056	39.54047115	64.08087562	67.49339008	58.07442631	0.369764333	0.650199445
cutl-11	0.143680114	0.26809582	0.071946687	0.091565951	0.040682521	0.041231902	-1.340491109	0.569984993
ZK180.8	2.183559623	1.086493586	1.093400307	1.391561493	1.648712713	0.835488548	-0.058581752	1
21ur-14454	0	0	0	0	0	0	NA	NA
21ur-7590	0	0	0	0	0	0	NA	NA
bath-35	0.103589595	0.154632046	0.224777258	0.165041625	0.146655157	0.118908483	-0.053546275	1
C23H4.12	0	0	0	0	0	0	NA	NA
