Name	Control_P0_1	Control_P0_2	Control_P0_3	Heat_P0_1	Heat_P0_2	Heat_P0_3	Fc
Y38H6C.4	0.10476675	0.312778456	0.279792671	0.267067357	0	0	2.610898115
ifc-1	58.85005536	49.51389099	40.35129693	7.44110427	8.519171727	7.17669654	6.427601668
F16G10.1	0.065232127	0	0	0	0	0	2175.0709
srsx-30	0.068012513	0.180488552	0.060545299	0.057791625	0	0.078070241	2.274542722
Y39A3A.2	0	0.025966513	0	0	0	0	866.2171
ncx-8	0.255368952	0.263906823	0.255747988	0.050075129	0.044496508	0.056371742	5.134533016
abu-9	0.054733025	2.55999676	0.024361895	0	0	0	87969.72267
str-159	0.020518117	0	0	0	0	0	684.6039
Y54G2A.t4	0.288108561	0	0.384714923	0	0	0	22427.7828
crb-1	0.758479649	0.674933431	0.476930398	0.291557573	0.277257405	0.156623796	2.633362796
F35H12.5	0.840367829	1.188424754	1.018797301	0.281872797	0.500941496	0.456935635	2.458229531
C30G12.10	3.849367995	3.139070386	2.070321543	0.477004326	0.605519489	0.122739297	7.51600197
W02D7.8	1.169381808	1.568491966	2.002780627	0.129606217	0	0.116722665	19.2444423
pnc-2	0.239938991	0.238777244	0.145633409	0.083405894	0.074114057	0.075114901	2.683818175
ima-3	60.37860352	57.07994263	40.34800468	27.84293879	23.57018903	24.75155103	2.071912509
Y39B6A.69	0.276584219	0.137622521	0.553989489	0	0	0.158742824	6.09838125
Y51H4A.938	0.381788032	0	0.169935426	0	0	0	18391.11527
T25B9.12	0.801693388	0.698085251	0.802883317	0	0.453993356	0.57515516	2.237422049
cth-2	109.80675	168.6663796	195.1415053	80.32815274	73.90994503	76.38236144	2.053654028
str-196	0	0.038442045	0.012895472	0	0.021875378	0	2.34513042
srd-9	0	0.020120252	0	0	0	0	671.3417333
C06B8.3	0	0.211077486	0.056645142	0.054068851	0.048045309	0	2.621638484
C08B6.5	0	0	0.010888158	0	0	0	363.6052667
cyp-33C5	0.219014653	0.311363169	0.188005483	0.079757672	0.035436133	0.107743998	3.222348544
snf-3	16.39486323	14.68965842	8.964305788	6.085669646	5.694368409	5.533547697	2.313144603
oma-2	42.83896436	68.42703512	134.1502889	25.54492493	20.17476184	68.83556219	2.142339968
F22B3.7	0	0	0.012148892	0	0	0	405.6297333
snai-1	0.392065259	0.106409166	0.118983997	0.045428983	0.040367966	0.040913099	4.873002826
T04G9.7	31.74432513	66.10051381	184.9429556	28.44267354	24.97737309	64.63959695	2.395296021
Y71F9B.17	0.149236089	0	0	0	0	0	4975.202967
C30B5.7	0.512192998	0.352878259	0.605021759	0.100435587	0.156181475	0.135677627	3.747420134
K01A6.18	0	0.282786002	0	0	0	0	9426.866733
nhr-65	3.865736171	2.266993272	2.13161513	0.725881078	0.684106045	0.673534445	3.966527009
dhs-25	309.2411508	340.6848267	503.9487381	130.853352	161.6599232	171.3657475	2.487447501
ZK617.26	0	0.529317388	0	0	0	0	17644.5796
ZK370.6	2.507887995	2.424438191	2.966092255	0.639301135	1.217313791	0.699126428	3.090460789
fbxa-131	0	0.097835915	0	0	0	0.037616783	2.600007418
C17C3.5	1.058993631	1.859763795	2.287494136	0.952780842	0.634977193	0.500540436	2.493059127
Y43F8A.5	2.324237134	2.312983544	1.813656065	0.481394522	0.592289651	0.23344533	4.935147381
nhr-57	1.622627418	2.091862317	2.179025323	0.282023129	0.563859748	0.402148488	4.722249154
str-35	0	0.060184776	0	0	0.022832027	0	2.634548611
hlh-29	0.028810856	0	0.038471492	0	0	0	2243.078267
acr-15	0.864325684	1.204197058	1.22146988	0.238691451	0.146838476	0.264571374	5.060738406
ceh-24	0.299632904	0.57342717	0.615543876	0.264396684	0.339360033	0.105828549	2.097850704
fbxa-138	0.051030299	0.101566436	0.034070694	0.032521117	0.057796202	0	2.066566694
srd-69	0.021275709	0.042345391	0	0.027117609	0	0	2.344757049
slc-28.1	4.453819408	4.391777504	2.552696664	0.803558548	0.714038079	0.723680522	5.08562432
F54H5.14	0.618247078	0.696208047	0.575714567	0.331791917	0.368535783	0.074702505	2.438833583
Y62E10A.13	185.7314385	102.8609703	65.5566474	48.14544385	41.97165563	29.59058877	2.958448713
glr-8	0.013322939	0.066292158	0.071161142	0.033962323	0	0.030586286	2.335493923
lgc-35	0.981832197	0.914711619	0.641578965	0.37276471	0.212937971	0.143875671	3.478889929
srx-98	0	0.080717021	0.040615065	0	0.02296594	0.023276074	2.623498428
ZK792.4	1.596719072	1.346600008	0.776958513	0.65538643	0.505745044	0.419379281	2.353845161
scl-17	0.671864499	0.417882148	0.448574485	0.285448511	0.221942096	0.06426835	2.690977047
T24E12.12	0	0	0.05843771	0	0	0	1948.590333
oac-48	0.030063502	0.039890586	0.013381389	0.012772787	0	0.011503103	3.43143599
ahr-1	0.166330716	0.200995091	0.095187197	0.045428983	0.067279943	0.068188498	2.556769432
T21E8.5	0.209533499	0.069506324	0.046632112	0	0.079104903	0.080173144	2.044547228
gldc-1	24.60957686	27.35755702	29.03380215	9.984600501	9.962711788	10.976363	2.619382569
str-18	0.042420892	0.021107749	0.028322571	0	0.024022655	0	3.820343968
K08F9.1	0.163659301	0.264658694	0.06829259	0.078223871	0.139018675	0.023482666	2.062977039
F28B4.4	2.777177608	5.358253886	4.540897449	1.155832497	1.47640872	1.561404828	3.022746509
ZK675.4	0.03509952	0.069859148	0.023434412	0	0	0	4279.769333
Y51H7BR.7	0.246950195	0.737263505	0.535852928	0.314757957	0.279692335	0.141734664	2.064789039
T06E8.8	8.396306646	8.847162055	7.254624258	2.518063654	1.118769341	1.700815973	4.589678547
21ur-8141	0.987800782	0.983018006	0.659511296	0	0	0	87677.66947
sro-1	0.681721666	0.678420877	0.498503844	0.22757148	0.275753007	0.167686082	2.76992118
vab-15	0.305955994	0.091342381	0.142991387	0.077993122	0.069304295	0.105360282	2.138425879
C05E4.15	0	0.047840969	0.016048363	0	0	0	2129.977733
srsx-24	0.022745413	0	0	0	0	0	758.8471
T05C7.5	0	0	0.088780367	0	0	0	2960.012233
ZC373.2	224.6258978	385.539662	491.7316225	108.9482208	88.75570104	279.9921051	2.306691118
T01D1.7	0.022972111	0.045721768	0.030674944	0	0	0	3312.2941
C14A6.3	0.357652007	0.118640104	0	0	0.135023886	0	3.527017217
T05G5.15	0	0	0.032897238	0	0	0	1097.241267
irg-3	27.82802542	29.83552386	44.81565912	16.36266269	14.80575124	18.51001232	2.062851345
ZK470.1	0.458426882	0.38017271	0.357083464	0	0.259603935	0.131554827	3.056693612
21ur-8039	0	0	0.659511296	0	0	0	21984.37653
nhr-227	0.021927924	0.174574022	0.146403142	0.055897819	0	0.050341276	3.227369494
nhr-79	7.412314864	5.46598444	5.459193763	2.288266071	2.939286032	1.856760539	2.588464682
C54D2.11	0	0	0.092951257	0	0	0	3099.0419
T06E4.5	3.825606464	4.067194774	3.680571633	1.998875272	1.533982704	2.209307346	2.015506733
sft-1	32.27363362	27.33653992	23.43928211	11.4299754	12.38884244	12.81065903	2.267284787
C14E2.4	0	0.044251614	0.014844306	0.028338337	0	0	2.084251979
M117.1	18.88219187	17.13316808	17.67196564	4.37093033	4.010810734	3.374088367	4.56686837
C36B7.3	0	0	0.188431799	0	0	0	6281.726633
F55G7.4	0.032926693	0.065534534	0.02198371	0	0	0	4014.831233
C06G1.1	29.83499636	25.51695876	10.96991342	7.595272614	9.590065021	5.773851281	2.88868517
fbxb-20	0	0	0.075188584	0	0	0.02585388	2.90673776
srd-10	0.021540827	0	0.028763733	0	0	0	1677.152
kqt-3	5.091974706	3.990372928	1.985052946	0.885678073	0.916026956	0.575344667	4.655939924
T08B2.12	12.06666445	12.41301169	13.60834747	7.545961995	6.705303827	4.513276373	2.029786989
cutl-15	7.344529129	5.758040704	3.839175862	2.009232138	1.927413502	1.028127099	3.412390977
F54E2.5	0.04165425	0.103631416	0.027810717	0	0	0	5769.879433
mltn-11	0	0.013439699	0	0	0	0	448.6566333
sqst-5	7.380356101	8.806415195	6.554107078	1.963567772	2.312896202	1.932878947	3.662364708
F40E3.3	0.100943146	0.050227197	0.033697657	0	0.057163397	0	3.23289643
F13B6.2	1.983856166	2.127590504	1.85177545	0.834678481	0.785319983	0.972797251	2.299919768
C24B5.1	0.306956785	0.17685137	0.388310389	0.041183284	0.128083406	0.129813057	2.916006693
dmsr-5	1.496444468	1.300909401	1.113950672	0.701550073	0.545469629	0.651556368	2.060125271
mak-1	153.8391193	152.2425994	190.9648969	69.28853001	70.62996542	89.05258879	2.170783343
cln-3.3	2.398607162	1.613278355	1.711889369	0.527106626	0.524590409	0.322802394	4.164261378
C44C11.6	9.137157232	13.88512934	17.806805	5.350885264	7.272000715	6.236325234	2.164941636
srbc-66	0.048185404	0	0.016085641	0.030708093	0	0	2.091930827
anr-47	0.010466103	0	0.006987758	0	0	0	582.1287
clec-265	57.20069914	64.12442535	52.29740814	26.16681317	23.54264771	13.98214658	2.725987607
T16G1.5	0.158956448	0.205642847	0.084902604	0.020260282	0.072012739	0.054738905	3.057587988
npr-29	0.593678248	0.642933494	0.920984209	0.333834197	0.296643386	0.120259715	2.873969306
F56A4.12	0	0.027972057	0	0	0	0	933.0685667
cyp-33C8	6.495538475	5.921938776	9.037303277	3.400657682	2.673745718	1.876051558	2.6985601
C04E7.5	1.639017594	1.01942608	0.991709579	0.652831318	0.406071835	0.764317301	2.002036147
W04A8.8	0	1.14685434	0	0	0	0	38229.14467
F33G12.t1	0	0	0.187158611	0	0	0	6239.287033
Y32F6A.4	13.88240022	13.31233231	14.60437034	3.98289876	4.171718754	2.884845554	3.786334771
daf-10	0.028979906	0.051911261	0.019348613	0.007387446	0.019693341	0.019959282	2.130944578
F42A9.11	0	0	0.092331581	0	0	0	3078.386033
Y54G11A.7	8.746680427	8.454374946	10.21960667	4.218294668	4.551574412	3.476739204	2.239041325
F09C8.3	0	0	0.128238308	0	0	0	4275.276933
ugt-19	1.102704438	1.200646758	1.108671898	0.462983561	0.440790922	0.446743408	2.526455308
klu-1	4.003861625	3.680896468	2.571366653	1.895490931	1.61234405	1.079684649	2.235657953
C12D8.22	0	0	0.093579306	0	0	0	3119.976867
irld-65	0.013665228	0	0.027371022	0	0	0	1368.208333
C08G5.6	0.453416752	0.488823162	0.504544161	0.240798437	0.29956119	0.086744713	2.307086688
ZC15.5	0.354595152	0.317590433	0.355121467	0.090392029	0.080321901	0.040703288	4.859145635
F35E8.2	0.535058757	0.655345337	0.384714923	0.157378978	0.279692335	0.188979553	2.515960128
Y116A8C.466	0	0	0.092331581	0	0	0	3078.386033
K12G11.6	4.769968481	4.231708529	2.073757445	1.319626942	2.052074245	1.910007242	2.096941663
F26F2.4	0	0	0.05326822	0	0	0	1776.274
21ur-717	0	0	0.659511296	0	0	0	21984.37653
C53A3.4	4.067414984	2.104815025	1.249191985	1.244219688	0.64493762	0.466890659	3.149945204
str-252	0.01931454	0	0.012895472	0	0	0	1074.0004
C10C5.4	11.31007076	14.48840107	12.53899995	2.391527792	2.617020745	4.148053696	4.18686657
C10A4.9	8.701525988	6.649177974	4.253477349	3.366849155	3.607716863	1.828217918	2.227043337
F08F3.1	0.961806024	0.724329057	0.919844703	0.496986247	0.500502074	0.26854989	2.058373722
ceh-14	2.69119588	3.792438785	2.596825729	0.801202072	0.912178411	0.811753078	3.596031725
ser-5	0.942209977	0.559564096	0.639218641	0.329285247	0.120482852	0.209331197	3.248361403
nhr-190	0.375534608	0.462696406	0.52533486	0.319099446	0.060760749	0.164216715	2.506200592
C04H5.7	34.01238368	44.63433109	81.91308545	11.55246771	13.01703247	33.3574448	2.771763646
ins-9	3.079614202	3.180352373	2.405276492	0.962789044	0.658099612	0.933781318	3.391922697
src-2	16.26565658	8.777499362	6.824903315	6.210893225	6.366854654	2.796748575	2.072787187
E02C12.11	0	0.048458634	0	0	0	0	1615.954467
sri-77	0.021275709	0	0.014204859	0	0	0	1183.018933
Y48A6B.16	0.139220244	0.138546162	0	0	0	0	9259.213533
T26E3.6	0	0.12072151	0	0	0	0	4024.717
chil-19	0	0.075950619	0.040764495	0.019455238	0.017287826	0.017521283	2.151046137
F22E5.1	3.764825621	5.193302674	6.843985149	0.261308492	0.612156809	0.256726939	13.98179255
T05A1.17	0	0.258042227	0	0	0	0	8602.074233
srw-12	0.039853634	0.039660669	0.013304262	0	0	0.022873606	4.054344475
glt-1	48.64258556	51.80163202	49.57576391	14.29792226	18.15457521	14.89805649	3.168283556
C14A11.2	0.077692196	0.103088031	0.10374335	0.033008325	0.087993094	0	2.351212632
H17B01.2	29.03542041	26.6551542	10.45897358	9.492614695	12.74486701	4.843865619	2.442623973
pgp-6	0.317251821	0.398798826	0.193234863	0.134787684	0.031518857	0.10861127	3.307481268
nas-33	0.139364141	0.117352537	0.193252147	0	0.036425048	0.036916936	6.134378383
Y48E1B.8	23.31878669	16.84442313	9.581806046	4.039393778	4.62949084	1.612231808	4.838483858
Y55F3BR.13	0	0.389497701	0	0	0	0	12983.92337
oac-58	0.944795389	0.788126292	0.565863343	0.26563632	0.236043096	0.207333226	3.242234183
T02E9.6	0.020827125	0	0	0	0	0	694.9041667
F07G6.2	0	0	0.018998268	0	0	0	633.9422667
srh-308	0.020890047	0	0.013947369	0	0	0	1161.580533
mab-9	0.318829071	0.337115685	0.359215086	0.152390019	0.203119506	0.045747212	2.529950898
elt-2	5.879007879	6.849415785	4.531480842	1.746398986	2.363851349	2.487214756	2.616141847
Y47D3B.19	0	0	0.061554388	0	0	0	2052.4796
C39F7.1	2.573283556	2.221122963	1.560286851	0.702826627	0.802964831	0.572679809	3.057388125
E04F6.17	0	0.332957712	0	0	0	0	11099.25707
Y106G6H.1	10.14345208	10.12465242	8.348483303	2.232424275	1.880222483	1.50351133	5.095402828
Y51H4A.5	1.697221343	2.940117491	1.720724927	0.614254922	1.044184718	0.240519431	3.348183675
F20A1.8	0.129244962	0.064309589	0.129436796	0.082366568	0	0	3.92043697
sre-56	0	0.05686881	0.038153546	0	0.021574064	0.021865403	2.187192676
M28.9	6.55363419	5.292559822	2.11548577	2.341331808	2.389390205	2.080967416	2.04966476
ast-1	0.878045139	0.728161486	0.806069362	0.606200509	0.186461557	0.230975009	2.356573483
fbxa-158	0.222056911	0.202566601	0.061774029	0.023585788	0.104791062	0.106206171	2.073455866
F28C6.11	2.339528168	2.63862728	2.395067339	0.795177996	1.059886744	0.895166302	2.680946682
eva-1	2.894486012	2.576421611	2.222399694	0.922314013	1.110963973	0.479920166	3.061162253
K10C2.6	0.060654434	0	0.040496308	0	0	0	3372.024733
F40G12.6	0.020100597	0.020003273	0.013420288	0	0	0	1784.1386
D1007.15	0.55347171	0.731874151	0.516327923	0.212599673	0.171740908	0.313308206	2.582493968
piit-1	19.23017144	21.49923958	10.33562479	5.831634979	5.610544754	6.831469795	2.794462909
erp-44.3	0.222539027	0.205642847	0.148579556	0.040520565	0.090015924	0.036492603	3.453059722
R07B1.18	0	0.093833537	0	0	0	0	3128.451233
srg-29	0.020457413	0	0.013658518	0	0	0	1137.531033
srbc-40	0.137149199	0	0.068676383	0	0.038833316	0.039357725	2.632133529
C35B1.4	199.0908026	273.6332464	451.0522527	122.988127	117.1180157	172.6149448	2.238258063
T24F1.4	3.226815887	4.036927278	6.247770346	1.703889739	1.827323257	1.640342516	2.612659475
try-10	1.469771212	2.061013597	2.720882353	0.510911466	0.945819491	1.380372384	2.203538754
haf-6	39.76862335	28.78558703	21.50847637	10.07024819	11.6253952	11.95314493	2.676550665
hex-5	0.903077128	1.166974592	1.637850665	0.56693246	0.228987877	0.402272264	3.094579604
C16C10.9	0.05028804	0.100089106	0.151088042	0.032048083	0.028477765	0	4.979944908
Y106G6D.2	0	0	0.037080956	0	0	0	1236.698533
C03H5.6	0.889020704	1.238602688	0.923315815	0.226625729	0.268504642	0.204097917	4.363294877
Y37E3.22	3.407912697	2.949054018	2.572094055	0.566564322	0.335630802	0.680326389	5.642299771
T14G12.11	0.063436747	0	0.042353936	0	0	0	3526.689433
srx-1	0	0.020915277	0.014032155	0	0	0	1165.247733
dgk-3	0.017373381	0.043223154	0	0	0.009838424	0	6.147690036
K11E4.6	0	0	0.054796191	0	0	0.023552348	2.325444669
nhr-130	4.578378227	3.854054722	3.014908783	1.678709103	2.486154091	1.205869526	2.131430166
F23D12.4	0	0	0.041404297	0	0	0	1380.8099
21ur-6355	0	0.983018006	0	0	0	0	32767.93353
his-45	0.050471573	0	0.101092972	0	0	0	5052.484833
Y59A8B.t5	0	0.290751805	0	0	0	0	9692.3935
F09E10.1	13.9811803	20.79461167	56.41358165	8.038433972	8.864095547	27.99804755	2.030917631
K11G9.3	0.251898196	0.589094579	0.361589982	0.192638749	0.071324093	0.289149042	2.174212473
col-86	0.302227789	0.054684445	0.12840816	0.105058285	0.062236175	0.063076619	2.106689764
cmk-1	3.209644947	3.115237578	2.817568317	0.934353132	1.099535484	0.454850499	3.673527204
C47A4.5	28.65922005	37.7556521	46.95546873	19.36589744	20.814998	15.66541028	2.030041906
mpc-1	168.9568816	256.7956458	517.1572167	111.1232439	145.3913722	137.0594746	2.395761729
fbxa-26	0.189153341	0.209152767	0.210482329	0.080363734	0.071410809	0.048250099	3.043567187
sprr-3	0.044514628	0.088598189	0.019813644	0.018912495	0.016805548	0.034064984	2.191456398
str-46	0.070557199	0.046810381	0	0	0.026637365	0.026997079	2.188065925
ZK262.3	3.008048709	3.673821531	3.403748978	1.74272767	1.37159857	1.591912502	2.143031786
F46C8.16	0	0.113425155	0	0	0	0	3781.505167
F46G11.17	0	0.143356793	0	0	0	0	4779.226433
bcl-11	3.971158699	4.736359484	2.704662488	1.767731555	1.819412766	1.69508932	2.160483887
B0454.6	20.49602339	19.09336339	11.51781332	5.339068413	4.343345137	3.372607782	3.914754239
ugt-26	1.644884121	2.416405495	1.751917672	0.898516106	0.798416886	1.168842695	2.028493477
T01G6.1	0.197560156	0.196603601	0.06595113	0.157378978	0.027969234	0.028346933	2.15313683
srj-22	0.040318399	0	0	0	0	0	1344.6133
H06I04.8	9.840015481	11.38032384	7.812672278	1.016910322	1.506035651	0.915823985	8.442847865
T21C12.9	0.139220244	0	0.092951257	0	0	0	7739.383367
srx-12	0.474531748	0.35979744	0.316824054	0.288013817	0.179149339	0.07781511	2.112292019
21ur-42	0	0.983018006	0	0	0	0	32767.93353
Y51H7BR.4	1.447243006	1.440235683	0.878418851	0.614876008	0.447034684	0.453071485	2.485770194
abhd-3.1	63.07738503	54.42677886	53.87646004	28.87736829	26.49341014	30.29201498	2.000642486
ndnf-1	4.99602779	3.664808284	2.708049177	1.838139576	1.458358545	0.650343041	2.880502352
T02E9.24	0	0	0.081469042	0	0	0	2716.3014
K01D12.8	36.84496916	22.21620694	14.21246843	4.091853437	8.334831589	3.798489006	4.516046755
trap-2	1202.336478	1054.377832	773.0693709	530.565338	511.2361529	402.8624106	2.097223913
K06A4.10	1.257200995	1.340479099	1.558844882	0.91565951	0.508531519	0.618478536	2.034849418
try-4	0.659546984	0.359935824	0.411940902	0.135588043	0.240965704	0.268641702	2.218589285
H12D21.10	0.364302561	0.5544709	0.429227393	0.191195949	0.09708329	0.196788625	2.778994351
H03A11.13	13.82921095	10.63446752	9.233158147	4.006010358	6.407497134	2.164674875	2.678990941
anr-29	0	0.07561677	0	0	0	0	2521.225667
K08D8.2	0.265946364	0.529317388	0.221950917	0	0	0	33907.15563
srx-77	0	0.021914414	0.029404962	0	0	0.02527752	2.029027984
F32D8.15	0.946642416	1.187813424	1.126665131	0.209838638	0.279692335	0.51969377	3.23131294
F58B4.2	0	0.229370868	0.256476615	0	0	0	16195.24943
E02C12.8	1.901280027	1.920314245	1.705166005	0.614876008	0.739214216	0.618901572	2.801207936
dod-21	0	0.095043177	0.025505962	0	0	0.043851609	2.747999031
scl-3	10.27406002	15.22286846	24.23704014	7.275065981	7.166456438	8.124337934	2.203947372
tag-96	9.440299688	5.583189095	3.137615119	3.271974927	2.954354966	2.210042312	2.152714871
lido-2	0.0833085	0.041452567	0.083432152	0.026545852	0	0.047814104	2.799426411
21ur-15121	0.987800782	0	0	0	0	0	32927.3594
Y7A5A.9	0	0	0.196450173	0	0	0	6549.005767
ent-2	44.52331329	53.08079269	32.76645147	19.93234422	19.76079062	17.42299289	2.282552453
R13H7.19	0	0	0.128238308	0	0	0	4275.276933
C15H9.12	0.151414718	0.150681592	0.101092972	0	0	0	13439.64273
srd-5	0.08458233	0.231475188	0.056471915	0.053903503	0.023949191	0.024272603	3.647768417
T04F8.2	9.27904313	8.098661267	7.149731806	4.0649457	3.876769306	3.613529496	2.122623731
clec-73	15.02550947	13.69082171	8.921658867	5.900894843	6.232590445	3.886178134	2.349486943
K03E5.9	1.244628985	2.270771594	0.830984233	1.321983418	0.469883123	0	2.425605064
C15C8.5	0.141942048	0.141254787	0.10830684	0.025845228	0	0.046552148	5.406958471
oac-28	0	0.010209386	0	0	0	0	340.9795333
fipr-29	2.841618687	1.979502012	1.960465086	0.845103555	0.965513267	1.522191464	2.034796245
H28G03.2	32.51833143	34.96885405	28.51271524	8.515266858	10.40933253	8.664477101	3.47963444
clec-59	0	0	0.011628663	0	0	0	388.2887667
R08E5.1	4.68800535	4.012647271	4.297635086	0.95975377	1.155450303	0.752820185	4.532140086
Y119D3B.23	0	0.145375902	0	0	0	0	4846.530067
M88.4	1.870344103	1.616876611	2.093858268	0.577916248	1.069861392	0.780702414	2.298177814
Y54G2A.77	0	0	0.014248701	0	0	0	475.6233667
F15E6.12	0	0.088980078	0.119394286	0	0.101267914	0	2.057346783
T08B6.9	2.521491469	2.198856066	1.596711559	0.778611788	0.647708566	0.402824836	3.453558049
K12B6.11	28.94256291	21.33149073	8.77150024	2.769870019	3.468184957	2.494530094	6.761520604
W07E6.3	1.357777075	2.327071716	2.064869913	0.801202072	0.683466361	1.356529588	2.023695167
F58G6.8	0.138987045	0.103735568	0.162392229	0.177150207	0	0	2.286585588
pud-1.2	0.136472476	0.271623396	0.212605615	0.115963458	0.051522272	0.104436069	2.28264703
C44B7.15	0	0.206433781	0	0	0	0	6881.7927
spin-1	43.69718722	35.80255054	32.07307567	14.19724047	11.65875418	8.9069047	3.20953705
Y38C1AB.1	0.026391624	0.02626384	0.017620531	0	0	0	2342.533167
T08B2.4	2.01675993	2.179023247	3.88562072	0.734435232	0.717876994	1.587428241	2.658583516
C35C5.9	31.03140017	51.18886447	62.8305152	20.63583872	17.57286477	22.84347957	2.375849193
F47G4.5	1.008892613	0.734639791	0.575018746	0.282274039	0.222957591	0.282460541	2.94347365
fkb-5	162.9208102	89.47895349	88.0249494	32.48124158	42.20092832	12.81722096	3.890595234
R160.10	0.363926604	0.362164529	0.6317424	0.092770766	0.164871271	0.16709771	3.19686006
F32G8.2	0.024607137	0.012243997	0.016429107	0	0	0	1776.008033
K08C7.4	1.028325942	1.02334695	0.544519583	0.542352172	0.401609507	0.122109865	2.43528916
ugt-62	26.34568664	19.29819559	16.34026014	7.819250293	6.565409553	6.012533659	3.038856417
Y45F10D.15	0.11188682	0.022269016	0.014940385	0	0.050688579	0	2.940256342
rig-1	0.648840624	0.911575115	1.197677368	0.4986322	0.561957737	0.317631686	2.001197094
DY3.10	0.12884358	0	0	0	0	0	4295.452667
fbxb-9	0.103203067	0	0	0	0	0	3440.7689
his-13	0	0	0.033697657	0	0	0	1123.9219
nhr-195	0.201396276	0.133614098	0.22410578	0.057043513	0.050688579	0.077059623	3.025655961
C46C2.2	12.50203139	14.69998711	13.76998825	2.892631664	4.073522917	2.513681956	4.322016165
aat-6	10.29863204	9.532812379	8.94851358	1.375474077	1.327864959	0.779950292	8.262293278
trx-3	95.97820301	72.10035212	34.40657989	12.02810909	18.42099456	13.57800257	4.599101608
Y16B4A.2	4.640653349	6.744267384	4.977449501	2.270566648	2.513867464	1.666726229	2.536345304
lips-6	0.040084669	0.079781172	0.120432498	0	0.068099003	0.046012413	2.105637552
W04E12.9	0.213225719	0.151566653	0.040674705	0	0.034499495	0	11.74603154
B0034.2	0.51859541	0.172028151	0.115414477	0	0	0	26867.9346
F55D10.4	0.875550693	1.005359324	0.854366906	0.429215396	0.381398639	0.283469329	2.500062621
Y74C9A.6	0.254525355	0	0.424838565	0	0.144135927	0	4.712771331
cutl-11	0.143680114	0.26809582	0.071946687	0.091565951	0.040682521	0.041231902	2.788342046
nhr-76	11.50038332	12.40319393	13.25466882	2.656792732	3.044634235	7.029567888	2.918722888
Y23H5A.11	0	0.137622521	0	0	0	0	4588.084033
nspb-6	53.68987779	115.117191	78.15596808	28.09862795	28.19298739	29.69424593	2.87213541
C48D1.5	1.257847039	1.633648629	1.66538464	0.597813673	0.603652522	0.85652603	2.21423592
nhr-26	0	0.020540675	0	0	0	0	685.3558333
T06E4.10	62.34605598	68.08893228	20.71084093	18.94112522	22.93168096	18.41767573	2.506960044
C02C6.14	0	1.720281511	1.538859691	0	1.305230898	0	2.496953809
H35B03.1	1.841813647	2.376551432	2.688662305	0.915142773	1.202108818	1.146675028	2.116171161
T05A8.1	0	0.034234458	0	0	0	0	1141.815267
srh-190	0	0	0.013822093	0	0	0	461.4031
ZK697.1	0.02259675	0	0	0	0	0	753.8916667
F57G12.1	4.73563316	6.158318685	5.954999057	1.999638784	2.632398449	3.434981279	2.088621822
srj-32	0.093440614	0.030996063	0	0	0	0.035752888	3.47879872
acox-3	2.101294777	1.812991293	1.658651164	0.48815755	0.691694218	0.760444667	2.872209181
eppl-1	14.26046525	18.51683532	18.15897571	5.576972795	6.569143873	5.37300519	2.907467434
M153.3	1.015704759	1.282921805	0.704223926	0.199168877	0.530941382	0.269055634	3.00535728
srbc-16	0.023203374	0	0	0	0	0	774.1124667
clec-139	0.191187248	0.126841033	0.744609528	0.08122786	0	0.256036813	3.150659964
sre-1	0.019423049	0.057987017	0.038903756	0	0.043996547	0	2.642502194
F19G12.8	5.103637373	2.62138135	2.967800833	0.839354551	2.051077125	1.700815973	2.328957262
Y39B6A.7	0.280085285	0.296149728	0.280501007	0.022311956	0.039652584	0.020094028	10.44054315
F46B6.13	0.216081421	0.107517594	0.216402144	0	0	0.248035663	2.17693542
clec-103	0.116211857	0.086736883	0.077589564	0	0.032904981	0.100047998	2.109897854
T19D12.10	0.015163608	0.075450943	0.050620385	0.019327243	0	0	7.30000321
his-67	3.922708874	6.682632022	15.04827217	3.304958546	2.861467737	6.639723894	2.003226006
nhr-157	0.094204434	0.037499324	0.050316938	0	0.021338925	0.064881263	2.110869757
aat-7	0.483056271	0.659269561	0.608172094	0	0.015631508	0.015842597	55.59941837
C23F12.7	0	0.125874257	0	0	0	0	4196.475233
cgh-1	356.6075417	492.2160462	428.645618	171.2341708	177.2691318	288.886158	2.004220786
sdz-9	0	0	0.091288287	0	0	0.022421303	4.06876049
ttr-32	26.72001115	36.76487343	25.85284281	12.52736668	13.81680136	17.29162906	2.0473495
B0454.5	23.87102492	31.70850543	32.36245129	7.218870927	7.359141041	4.22782396	4.676313352
C08H9.15	57.93601252	81.06174997	98.80178699	22.09982381	21.47698113	14.07038669	4.125084722
21ur-14960	0.987800782	0	0	0	0	0	32927.3594
F22D6.18	0	0	0.21307288	0	0	0	7103.096
jnk-1	0.737089924	0.550140788	0.536062164	0.218093711	0.238519352	0.196414027	2.792063153
lips-5	1.77208482	2.56745532	2.348887594	1.195763896	1.269156677	0.867501614	2.007076942
F38A1.11	0	0.091748347	0.046165791	0	0	0.026457137	5.209178696
C37A5.11	5.55116214	5.42736702	3.446178745	2.35846807	1.985421647	1.900442261	2.310048209
F17C11.15	1.712792181	0.946943951	1.143556284	0.48513153	0.431085434	0.218453428	3.351891829
srxa-12	0.022233458	0	0.029688611	0	0	0	1731.068967
21ur-5327	0	0	0.659511296	0	0	0	21984.37653
fipr-27	0.345730274	0.258042227	0.115414477	0	0.195784635	0	3.672982399
